date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:31:10,804007870,24.7,51.8,4.82,36.68,19.94,0,91
2025-06-23,15:31:15,804007875,24.7,51.5,4.82,36.74,19.97,0,92
2025-06-23,15:31:20,804007880,24.7,51.5,5.18,40.57,21.56,0,92
2025-06-23,15:31:24,804007884,24.7,51.4,5.21,40.84,21.67,0,92
2025-06-23,15:31:29,804007889,24.7,51.6,5.19,40.68,21.60,0,93
2025-06-23,15:31:34,804007894,24.7,51.5,5.17,40.47,21.52,0,97
2025-06-23,15:31:39,804007899,24.7,51.5,5.16,40.36,21.47,0,102
2025-06-23,15:31:43,804007903,24.7,51.5,5.22,41.01,21.74,0,103
2025-06-23,15:31:48,804007908,24.7,51.4,5.04,39.07,20.94,0,82
2025-06-23,15:31:53,804007913,24.7,51.4,4.97,38.30,20.62,0,83
2025-06-23,15:31:58,804007918,24.8,51.4,4.93,37.85,20.43,0,84
2025-06-23,15:32:02,804007922,24.7,51.5,5.01,38.67,20.78,0,78
2025-06-23,15:32:07,804007927,24.7,51.4,5.10,39.69,21.20,0,74
2025-06-23,15:32:12,804007932,24.7,51.5,5.06,39.27,21.02,0,73
2025-06-23,15:32:16,804007936,24.8,51.5,5.13,40.05,21.35,0,73
