date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:53:19,804009199,24.7,50.3,4.81,36.58,19.90,0,97
2025-06-23,15:53:24,804009204,24.7,50.5,4.85,37.01,20.08,0,94
2025-06-23,15:53:29,804009209,24.7,50.5,5.00,38.60,20.75,0,92
2025-06-23,15:53:33,804009213,24.6,50.5,5.03,38.91,20.87,0,90
2025-06-23,15:53:38,804009218,24.6,50.6,4.99,38.49,20.70,0,89
2025-06-23,15:53:43,804009223,24.7,50.5,4.92,37.74,20.39,0,84
2025-06-23,15:53:48,804009228,24.7,50.7,4.88,37.31,20.21,0,83
2025-06-23,15:53:52,804009232,24.7,50.7,4.70,35.45,19.42,0,82
2025-06-23,15:53:57,804009237,24.7,50.6,4.70,35.50,19.45,0,80
2025-06-23,15:54:02,804009242,24.6,50.7,4.69,35.34,19.38,0,79
2025-06-23,15:54:07,804009247,24.6,50.5,4.90,37.57,20.32,0,78
2025-06-23,15:54:11,804009251,24.6,50.6,4.92,37.73,20.38,0,77
2025-06-23,15:54:16,804009256,24.7,50.5,4.82,36.68,19.94,0,77
2025-06-23,15:54:21,804009261,24.6,50.5,4.63,34.69,19.10,0,74
2025-06-23,15:54:26,804009266,24.6,50.5,4.63,34.69,19.10,0,73
