date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:19:17,804010757,24.8,48.6,4.90,37.53,20.30,0,192
2025-06-23,16:19:22,804010762,24.8,48.5,5.08,39.44,21.09,0,192
2025-06-23,16:19:27,804010767,24.7,48.3,4.95,38.04,20.51,0,197
2025-06-23,16:19:32,804010772,24.7,48.4,4.79,36.43,19.84,0,196
2025-06-23,16:19:36,804010776,24.7,48.4,4.86,37.10,20.12,0,197
2025-06-23,16:19:41,804010781,24.8,48.4,4.95,38.05,20.52,0,198
2025-06-23,16:19:47,804010787,24.7,48.3,5.21,40.93,21.70,0,198
2025-06-23,16:19:51,804010791,24.8,48.4,4.99,38.54,20.72,0,200
2025-06-23,16:19:56,804010796,24.8,48.3,4.94,37.98,20.49,0,201
2025-06-23,16:20:01,804010801,24.8,48.3,4.79,36.44,19.84,0,200
2025-06-23,16:20:05,804010805,24.7,48.2,4.99,38.54,20.72,0,201
2025-06-23,16:20:10,804010810,24.8,48.2,5.00,38.60,20.74,0,202
2025-06-23,16:20:15,804010815,24.8,48.3,5.06,39.30,21.04,0,203
2025-06-23,16:20:20,804010820,24.8,48.2,4.85,37.03,20.09,0,205
2025-06-23,16:20:24,804010824,24.8,48.4,4.84,36.94,20.05,0,207
