date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:37:18,804008238,24.8,51.5,5.15,40.26,21.43,0,120
2025-06-23,15:37:22,804008242,24.8,51.1,5.15,40.28,21.44,0,129
2025-06-23,15:37:27,804008247,24.8,51.0,5.23,41.12,21.78,0,135
2025-06-23,15:37:32,804008252,24.8,51.1,5.31,41.93,22.11,0,151
2025-06-23,15:37:37,804008257,24.8,51.0,5.21,40.83,21.66,0,146
2025-06-23,15:37:41,804008261,24.8,51.1,5.16,40.32,21.46,0,136
2025-06-23,15:37:46,804008266,24.8,51.2,4.97,38.29,20.62,0,142
2025-06-23,15:37:51,804008271,24.8,51.0,5.00,38.60,20.75,0,133
2025-06-23,15:37:56,804008276,24.8,50.9,4.93,37.85,20.43,0,134
2025-06-23,15:38:01,804008281,24.8,51.0,5.08,39.50,21.12,0,137
2025-06-23,15:38:06,804008286,24.8,50.8,5.04,39.07,20.94,0,137
2025-06-23,15:38:11,804008291,24.8,50.9,4.91,37.62,20.34,0,135
2025-06-23,15:38:15,804008295,24.8,51.1,4.82,36.71,19.96,0,133
2025-06-23,15:38:20,804008300,24.8,51.0,4.85,37.01,20.08,0,130
2025-06-23,15:38:25,804008305,24.8,51.1,5.01,38.72,20.80,0,129
