date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:51:53,804012713,24.4,45.8,5.07,39.39,21.07,0,175
2025-06-23,16:51:57,804012717,24.4,46.0,5.11,39.82,21.25,0,175
2025-06-23,16:52:02,804012722,24.5,45.9,5.29,41.73,22.03,0,172
2025-06-23,16:52:07,804012727,24.4,45.9,5.32,42.06,22.17,0,169
2025-06-23,16:52:12,804012732,24.4,46.0,5.25,41.36,21.88,0,165
2025-06-23,16:52:16,804012736,24.4,45.9,5.34,42.33,22.28,0,164
2025-06-23,16:52:21,804012741,24.4,45.7,5.27,41.56,21.96,0,164
2025-06-23,16:52:26,804012746,24.4,46.0,5.20,40.73,21.63,0,177
2025-06-23,16:52:30,804012750,24.4,45.9,5.07,39.34,21.05,0,180
2025-06-23,16:52:35,804012755,24.4,46.0,5.06,39.22,21.00,0,168
2025-06-23,16:52:40,804012760,24.4,45.9,5.20,40.73,21.62,0,165
2025-06-23,16:52:45,804012765,24.4,45.7,5.09,39.62,21.17,0,166
2025-06-23,16:52:49,804012769,24.5,45.8,4.96,38.16,20.56,0,159
2025-06-23,16:52:54,804012774,24.5,45.8,4.95,38.07,20.53,0,153
2025-06-23,16:52:59,804012779,24.4,45.9,4.99,38.55,20.72,0,152
