date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-14,13:57:55,800546275,25.6,27.0,578,1,4095
2025-05-14,13:58:00,800546280,25.6,26.9,580,1,4095
2025-05-14,13:58:05,800546285,25.5,27.0,583,1,4095
2025-05-14,13:58:11,800546291,25.5,27.0,585,1,4095
2025-05-14,13:58:16,800546296,25.6,27.0,581,1,4095
2025-05-14,13:58:21,800546301,25.6,26.9,581,1,4095
2025-05-14,13:58:26,800546306,25.6,27.0,586,1,4095
2025-05-14,13:58:31,800546311,25.6,27.1,586,1,4095
2025-05-14,13:58:36,800546316,25.6,27.1,582,1,4095
2025-05-14,13:58:41,800546321,25.6,27.1,581,1,4095
2025-05-14,13:58:46,800546326,25.5,26.9,587,1,4095
2025-05-14,13:58:52,800546332,25.6,27.1,579,1,4095
2025-05-14,13:58:57,800546337,25.5,27.1,582,1,4095
2025-05-14,13:59:02,800546342,25.6,27.0,511,1,4095
2025-05-14,13:59:07,800546347,25.6,27.2,581,1,4095
2025-05-14,13:59:12,800546352,25.6,27.1,589,1,4095
2025-05-14,13:59:17,800546357,25.6,27.3,522,1,4095
2025-05-14,13:59:22,800546362,25.6,27.1,585,1,4095
2025-05-14,13:59:28,800546368,25.6,27.1,523,1,4095
2025-05-14,13:59:33,800546373,25.6,27.1,582,1,4095
2025-05-14,13:59:38,800546378,25.6,27.1,580,1,4095
2025-05-14,13:59:43,800546383,25.6,27.1,586,1,4095
2025-05-14,13:59:48,800546388,25.6,26.9,578,1,4095
2025-05-14,13:59:53,800546393,25.6,27.2,510,1,4095
2025-05-14,13:59:58,800546398,25.6,27.0,577,1,4095
2025-05-14,14:00:04,800546404,25.6,26.8,583,1,4095
2025-05-14,14:00:09,800546409,25.6,27.1,585,1,4095
2025-05-14,14:00:14,800546414,25.6,27.2,511,1,4095
2025-05-14,14:00:19,800546419,25.6,27.1,582,1,4095
2025-05-14,14:00:24,800546424,25.6,27.0,570,1,4095
2025-05-14,14:00:29,800546429,25.6,27.1,588,1,4095
2025-05-14,14:00:34,800546434,25.6,27.1,584,1,4095
2025-05-14,14:00:40,800546440,25.6,27.0,587,1,4095
2025-05-14,14:00:45,800546445,25.6,27.0,578,1,4095
2025-05-14,14:00:50,800546450,25.6,27.0,581,1,4095
2025-05-14,14:00:55,800546455,25.6,27.1,587,1,4095
2025-05-14,14:01:00,800546460,25.6,27.0,586,1,4095
2025-05-14,14:01:05,800546465,25.6,27.0,585,1,4095
2025-05-14,14:01:11,800546471,25.6,26.9,586,1,4095
2025-05-14,14:01:16,800546476,25.6,26.8,583,1,4095
2025-05-14,14:01:21,800546481,25.6,27.1,590,1,4095
2025-05-14,14:01:26,800546486,25.6,27.1,493,1,4095
2025-05-14,14:01:31,800546491,25.6,27.1,586,1,4095
2025-05-14,14:01:36,800546496,25.6,27.0,577,1,4095
2025-05-14,14:01:41,800546501,25.6,27.1,522,1,4095
2025-05-14,14:01:47,800546507,25.6,27.0,586,1,4095
2025-05-14,14:01:52,800546512,25.6,27.2,586,1,4095
2025-05-14,14:01:57,800546517,25.6,27.0,585,1,4095
2025-05-14,14:02:02,800546522,25.6,27.1,581,1,4095
2025-05-14,14:02:07,800546527,25.6,27.1,581,1,4095
2025-05-14,14:02:13,800546533,25.6,27.1,589,1,4095
2025-05-14,14:02:18,800546538,25.6,27.0,586,1,4095
2025-05-14,14:02:23,800546543,25.7,27.0,586,1,4095
2025-05-14,14:02:29,800546549,25.6,27.0,587,1,4095
2025-05-14,14:02:34,800546554,25.7,27.1,590,1,4095
2025-05-14,14:02:39,800546559,25.7,27.0,586,1,4095
2025-05-14,14:02:44,800546564,25.7,27.0,590,1,4095
2025-05-14,14:02:49,800546569,25.7,27.0,587,1,4095
2025-05-14,14:02:54,800546574,25.7,26.9,589,1,4095
2025-05-14,14:02:59,800546579,25.7,27.1,588,1,4095
2025-05-14,14:03:05,800546585,25.7,26.9,586,1,4095
2025-05-14,14:03:10,800546590,25.7,27.0,591,1,4095
2025-05-14,14:03:15,800546595,25.7,26.9,587,1,4095
2025-05-14,14:03:20,800546600,25.7,26.9,582,1,4095
2025-05-14,14:03:25,800546605,25.8,26.9,522,1,4095
2025-05-14,14:03:30,800546610,25.8,26.9,587,1,4095
2025-05-14,14:03:36,800546616,25.7,26.9,586,1,4095
2025-05-14,14:03:41,800546621,25.7,27.1,581,1,4095
