date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:46:31,804012391,24.5,46.3,4.92,37.80,20.41,0,183
2025-06-23,16:46:36,804012396,24.5,46.3,4.99,38.53,20.72,0,200
2025-06-23,16:46:41,804012401,24.5,46.4,4.78,36.27,19.77,0,214
2025-06-23,16:46:45,804012405,24.5,46.2,4.94,38.01,20.50,0,214
2025-06-23,16:46:50,804012410,24.5,46.2,5.02,38.88,20.86,0,151
2025-06-23,16:46:55,804012415,24.5,46.2,5.12,39.93,21.29,0,147
2025-06-23,16:46:59,804012419,24.5,46.2,5.06,39.24,21.01,0,143
2025-06-23,16:47:04,804012424,24.5,46.3,5.06,39.24,21.01,0,145
2025-06-23,16:47:09,804012429,24.5,46.2,5.13,39.97,21.31,0,151
2025-06-23,16:47:14,804012434,24.5,46.2,5.07,39.32,21.04,0,153
2025-06-23,16:47:18,804012438,24.5,46.3,4.85,37.07,20.11,0,169
2025-06-23,16:47:23,804012443,24.5,46.2,4.99,38.47,20.69,0,210
2025-06-23,16:47:28,804012448,24.4,46.2,4.94,38.00,20.49,0,235
2025-06-23,16:47:33,804012453,24.5,46.0,5.09,39.62,21.17,0,240
2025-06-23,16:47:37,804012457,24.5,46.2,5.12,39.93,21.30,0,234
