date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:36:04,804008164,24.8,51.1,5.17,40.42,21.50,0,87
2025-06-23,15:36:09,804008169,24.8,51.1,5.01,38.72,20.80,0,87
2025-06-23,15:36:14,804008174,24.8,51.0,5.09,39.61,21.16,0,87
2025-06-23,15:36:19,804008179,24.8,51.2,5.04,39.07,20.94,0,97
2025-06-23,15:36:23,804008183,24.8,51.1,5.14,40.17,21.39,0,97
2025-06-23,15:36:28,804008188,24.8,51.1,4.99,38.49,20.70,0,97
2025-06-23,15:36:33,804008193,24.8,51.0,4.98,38.44,20.68,0,97
2025-06-23,15:36:37,804008197,24.8,51.1,4.88,37.39,20.24,0,94
2025-06-23,15:36:42,804008202,24.8,51.2,4.90,37.58,20.32,0,96
2025-06-23,15:36:47,804008207,24.8,51.3,4.93,37.84,20.43,0,96
2025-06-23,15:36:52,804008212,24.8,51.0,4.86,37.13,20.13,0,98
2025-06-23,15:36:56,804008216,24.8,51.0,4.91,37.68,20.36,0,81
2025-06-23,15:37:01,804008221,24.8,51.1,5.03,38.99,20.91,0,82
2025-06-23,15:37:06,804008226,24.8,51.1,5.23,41.11,21.78,0,113
2025-06-23,15:37:11,804008231,24.8,51.3,5.22,40.98,21.73,0,118
