date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-24,14:09:48,804089388,24.7,42.4,5.25,41.28,21.85,0,64
2025-06-24,14:09:52,804089392,24.7,42.4,5.46,43.58,22.79,0,65
2025-06-24,14:09:57,804089397,24.7,42.3,5.43,43.30,22.67,0,65
2025-06-24,14:10:02,804089402,24.7,42.4,5.44,43.36,22.70,0,65
2025-06-24,14:10:06,804089406,24.7,42.4,5.41,43.10,22.59,0,65
2025-06-24,14:10:11,804089411,24.7,42.4,5.43,43.25,22.65,0,66
2025-06-24,14:10:16,804089416,24.7,42.3,5.23,41.10,21.77,0,66
2025-06-24,14:10:21,804089421,24.7,42.4,5.28,41.65,22.00,0,67
2025-06-24,14:10:25,804089425,24.7,42.4,5.14,40.12,21.38,0,69
2025-06-24,14:10:30,804089430,24.7,42.4,5.36,42.49,22.34,0,68
2025-06-24,14:10:35,804089435,24.7,42.3,5.32,42.13,22.19,0,68
2025-06-24,14:10:39,804089439,24.7,42.4,5.44,43.36,22.70,0,69
2025-06-24,14:10:44,804089444,24.7,42.4,5.42,43.14,22.61,0,70
2025-06-24,14:10:49,804089449,24.7,42.5,5.44,43.36,22.70,0,71
2025-06-24,14:10:54,804089454,24.7,42.3,5.47,43.68,22.82,0,71
