date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:36:30,804011790,24.7,47.3,4.90,37.52,20.30,0,54
2025-06-23,16:36:35,804011795,24.7,47.3,5.05,39.14,20.97,0,53
2025-06-23,16:36:39,804011799,24.7,47.3,5.04,39.09,20.95,0,52
2025-06-23,16:36:44,804011804,24.6,47.2,5.00,38.67,20.77,0,52
2025-06-23,16:36:49,804011809,24.7,47.0,4.98,38.37,20.65,0,51
2025-06-23,16:36:54,804011814,24.6,47.3,5.02,38.80,20.83,0,51
2025-06-23,16:36:58,804011818,24.7,47.1,5.01,38.74,20.80,0,50
2025-06-23,16:37:03,804011823,24.6,47.2,5.04,39.05,20.93,0,49
2025-06-23,16:37:08,804011828,24.6,47.3,5.10,39.74,21.22,0,51
2025-06-23,16:37:12,804011832,24.6,47.2,5.08,39.52,21.13,0,48
2025-06-23,16:37:17,804011837,24.6,47.3,4.93,37.88,20.44,0,48
2025-06-23,16:37:22,804011842,24.6,47.2,4.97,38.31,20.62,0,44
2025-06-23,16:37:27,804011847,24.7,47.4,4.74,35.83,19.58,0,48
2025-06-23,16:37:31,804011851,24.6,47.3,4.94,38.00,20.49,0,48
2025-06-23,16:37:36,804011856,24.6,47.3,4.66,35.06,19.26,0,48
