date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:20:31,804010831,24.7,48.3,4.74,35.89,19.61,0,210
2025-06-23,16:20:36,804010836,24.7,48.3,4.89,37.40,20.25,0,211
2025-06-23,16:20:40,804010840,24.8,48.4,4.89,37.46,20.27,0,215
2025-06-23,16:20:45,804010845,24.8,48.4,4.95,38.09,20.53,0,215
2025-06-23,16:20:50,804010850,24.7,48.2,4.90,37.58,20.32,0,217
2025-06-23,16:20:54,804010854,24.7,48.5,4.95,38.10,20.54,0,223
2025-06-23,16:20:59,804010859,24.7,48.3,4.89,37.41,20.25,0,224
2025-06-23,16:21:04,804010864,24.7,48.5,4.95,38.13,20.55,0,226
2025-06-23,16:21:09,804010869,24.8,48.3,4.96,38.19,20.57,0,228
2025-06-23,16:21:13,804010873,24.7,48.3,4.99,38.50,20.70,0,227
2025-06-23,16:21:18,804010878,24.7,48.2,4.96,38.19,20.57,0,227
2025-06-23,16:21:23,804010883,24.7,48.3,4.70,35.45,19.42,0,227
2025-06-23,16:21:27,804010887,24.7,48.4,4.83,36.82,20.00,0,228
2025-06-23,16:21:32,804010892,24.7,48.3,4.92,37.82,20.42,0,227
2025-06-23,16:21:37,804010897,24.7,48.3,5.12,39.95,21.30,0,226
