date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:14:23,804010463,24.7,48.8,5.10,39.71,21.20,0,196
2025-06-23,16:14:28,804010468,24.7,49.0,4.94,37.95,20.48,0,192
2025-06-23,16:14:33,804010473,24.7,48.8,4.96,38.23,20.59,0,159
2025-06-23,16:14:37,804010477,24.7,48.7,4.91,37.64,20.35,0,189
2025-06-23,16:14:42,804010482,24.8,48.8,5.05,39.14,20.97,0,183
2025-06-23,16:14:47,804010487,24.8,48.7,4.89,37.46,20.27,0,158
2025-06-23,16:14:52,804010492,24.7,48.8,4.98,38.42,20.67,0,189
2025-06-23,16:14:56,804010496,24.7,48.7,4.84,36.88,20.03,0,188
2025-06-23,16:15:01,804010501,24.8,48.7,4.85,37.05,20.10,0,190
2025-06-23,16:15:06,804010506,24.7,48.7,4.77,36.22,19.75,0,189
2025-06-23,16:15:11,804010511,24.8,48.6,4.81,36.61,19.91,0,190
2025-06-23,16:15:15,804010515,24.8,48.7,4.97,38.34,20.63,0,189
2025-06-23,16:15:20,804010520,24.7,48.8,5.06,39.31,21.04,0,188
2025-06-23,16:15:25,804010525,24.8,48.8,5.11,39.81,21.25,0,189
2025-06-23,16:15:30,804010530,24.7,48.5,5.05,39.16,20.98,0,189
