date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-24,12:08:01,804082081,24.7,42.4,5.97,49.40,25.10,0,54
2025-06-24,12:08:06,804082086,24.7,42.4,6.16,51.55,25.94,0,54
2025-06-24,12:08:10,804082090,24.7,42.4,6.06,50.35,25.47,0,54
2025-06-24,12:08:15,804082095,24.7,42.5,6.25,52.55,26.33,0,54
2025-06-24,12:08:20,804082100,24.7,42.5,6.14,51.34,25.86,0,55
2025-06-24,12:08:24,804082104,24.7,42.4,6.15,51.41,25.89,0,55
2025-06-24,12:08:29,804082109,24.7,42.3,6.11,50.95,25.71,0,55
2025-06-24,12:08:34,804082114,24.7,42.3,5.87,48.21,24.63,0,56
2025-06-24,14:09:11,804089351,24.7,42.4,5.46,43.58,22.79,0,60
2025-06-24,14:09:15,804089355,24.7,42.4,5.46,43.58,22.79,0,61
2025-06-24,14:09:20,804089360,24.7,42.4,5.46,43.63,22.80,0,61
2025-06-24,14:09:25,804089365,24.7,42.5,5.46,43.63,22.80,0,62
2025-06-24,14:09:30,804089370,24.7,42.4,5.42,43.14,22.61,0,63
2025-06-24,14:09:34,804089374,24.7,42.4,5.21,40.89,21.69,0,63
2025-06-24,14:09:39,804089379,24.7,42.3,5.20,40.77,21.64,0,63
