date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-05-28,12:11:06,801749466,25.3,41.1,227,1,8.0
2025-05-28,12:11:11,801749471,25.3,41.4,231,1,8.0
2025-05-28,12:11:16,801749476,25.3,41.6,223,1,8.0
2025-05-28,12:11:21,801749481,25.3,42.4,227,1,8.0
2025-05-28,12:11:26,801749486,25.3,42.9,222,1,8.0
2025-05-28,12:11:32,801749492,25.3,43.0,233,1,8.0
2025-05-28,12:11:37,801749497,25.3,41.4,237,1,8.0
2025-05-28,12:11:42,801749502,25.3,41.6,247,1,8.0
2025-05-28,12:11:47,801749507,25.3,41.7,230,1,8.0
2025-05-28,12:11:52,801749512,25.3,41.1,210,1,10.0
2025-05-28,12:11:57,801749517,25.3,44.0,231,1,10.0
2025-05-28,12:12:03,801749523,25.4,43.4,218,1,10.0
2025-05-28,12:12:08,801749528,25.4,41.3,224,1,10.0
2025-05-28,12:12:13,801749533,25.4,40.6,211,1,10.0
2025-05-28,12:12:18,801749538,25.4,40.3,208,1,10.0
2025-05-28,12:12:23,801749543,25.4,41.0,208,1,8.0
2025-05-28,12:12:28,801749548,25.4,41.6,144,1,8.0
2025-05-28,12:12:34,801749554,25.4,41.3,135,1,8.0
2025-05-28,12:12:39,801749559,25.4,43.8,142,1,8.0
2025-05-28,12:12:44,801749564,25.4,41.2,131,1,8.0
2025-05-28,12:12:49,801749569,25.4,40.6,157,1,8.0
2025-05-28,12:12:54,801749574,25.3,40.6,225,1,8.0
2025-05-28,12:13:00,801749580,25.4,40.6,172,1,8.0
2025-05-28,12:13:05,801749585,25.4,42.0,144,1,8.0
2025-05-28,12:13:10,801749590,25.4,42.9,145,1,10.0
2025-05-28,12:13:15,801749595,25.4,41.0,139,1,10.0
2025-05-28,12:13:20,801749600,25.4,40.3,138,1,10.0
2025-05-28,12:13:26,801749606,25.4,43.9,143,1,10.0
2025-05-28,12:13:31,801749611,25.4,41.6,142,1,10.0
2025-05-28,12:13:36,801749616,25.4,40.7,150,1,10.0
2025-05-28,12:13:41,801749621,25.4,40.3,136,1,10.0
2025-05-28,12:13:46,801749626,25.4,40.1,141,1,10.0
2025-05-28,12:13:51,801749631,25.4,40.1,133,1,10.0
2025-05-28,12:13:57,801749637,25.4,39.9,136,1,10.0
2025-05-28,12:14:02,801749642,25.4,43.0,154,1,10.0
2025-05-28,12:14:07,801749647,25.4,40.9,150,1,10.0
2025-05-28,12:14:12,801749652,25.4,40.5,174,1,7.0
2025-05-28,12:14:17,801749657,25.4,40.6,161,1,8.0
2025-05-28,12:14:23,801749663,25.4,44.7,144,1,8.0
2025-05-28,12:14:28,801749668,25.4,42.2,144,1,8.0
2025-05-28,12:14:33,801749673,25.4,41.0,147,1,10.0
2025-05-28,12:14:39,801749679,25.4,40.4,127,1,10.0
2025-05-28,12:14:44,801749684,25.4,40.1,128,1,10.0
2025-05-28,12:14:49,801749689,25.4,40.1,145,1,10.0
2025-05-28,12:14:54,801749694,25.4,39.9,135,1,10.0
2025-05-28,12:15:00,801749700,25.4,40.0,132,1,10.0
2025-05-28,12:15:05,801749705,25.4,40.1,139,1,10.0
2025-05-28,12:15:10,801749710,25.4,40.1,131,1,10.0
2025-05-28,12:15:15,801749715,25.4,40.3,141,1,10.0
2025-05-28,12:15:20,801749720,25.4,43.3,153,1,10.0
2025-05-28,12:15:25,801749725,25.4,41.2,142,1,9.0
2025-05-28,12:15:31,801749731,25.4,40.5,139,1,10.0
2025-05-28,12:15:36,801749736,25.4,41.6,149,1,10.0
2025-05-28,12:15:41,801749741,25.4,40.5,144,1,10.0
2025-05-28,12:15:46,801749746,25.4,40.0,134,1,10.0
2025-05-28,12:15:51,801749751,25.4,39.9,139,1,8.0
2025-05-28,12:15:57,801749757,25.4,40.6,203,1,8.0
2025-05-28,12:16:02,801749762,25.4,42.2,176,1,8.0
2025-05-28,12:16:07,801749767,25.4,40.7,147,1,8.0
2025-05-28,12:16:12,801749772,25.4,43.6,171,1,8.0
2025-05-28,12:16:17,801749777,25.4,42.3,161,1,8.0
2025-05-28,12:16:22,801749782,25.4,40.8,153,1,8.0
2025-05-28,12:16:28,801749788,25.4,40.3,153,1,8.0
2025-05-28,12:16:33,801749793,25.4,40.1,163,1,8.0
2025-05-28,12:16:38,801749798,25.4,42.7,185,1,10.0
2025-05-28,12:16:43,801749803,25.4,42.3,168,1,10.0
2025-05-28,12:16:49,801749809,25.4,41.9,156,1,10.0
2025-05-28,12:16:54,801749814,25.4,43.0,227,1,10.0
