date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-24,14:13:30,804089610,24.7,42.4,5.47,43.76,22.85,0,66
2025-06-24,14:13:35,804089615,24.7,42.3,5.47,43.69,22.83,0,56
2025-06-24,14:13:39,804089619,24.7,42.5,5.56,44.74,23.25,0,61
2025-06-24,14:13:44,804089624,24.8,42.5,5.56,44.67,23.22,0,64
2025-06-24,14:13:49,804089629,24.7,42.4,5.54,44.47,23.14,0,57
2025-06-24,14:13:54,804089634,24.7,42.4,5.52,44.23,23.04,0,67
2025-06-24,14:13:59,804089639,24.7,42.3,5.52,44.25,23.05,0,73
2025-06-24,14:14:04,804089644,24.8,42.4,5.55,44.63,23.21,0,64
2025-06-24,14:14:09,804089649,24.8,42.4,5.49,43.89,22.91,0,63
2025-06-24,14:14:13,804089653,24.8,42.4,5.50,44.01,22.96,0,69
2025-06-24,14:14:18,804089658,24.8,42.3,5.47,43.69,22.83,0,63
2025-06-24,14:14:23,804089663,24.8,42.2,5.51,44.18,23.03,0,61
2025-06-24,14:14:28,804089668,24.8,42.2,5.51,44.13,23.01,0,61
2025-06-24,14:14:32,804089672,24.8,42.1,5.47,43.78,22.86,0,63
2025-06-24,14:14:37,804089677,24.8,42.3,5.47,43.76,22.85,0,66
