date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:50:36,804012636,24.5,45.9,5.22,40.99,21.73,0,247
2025-06-23,16:50:41,804012641,24.5,45.8,5.36,42.52,22.36,0,244
2025-06-23,16:50:45,804012645,24.5,45.9,5.44,43.35,22.69,0,219
2025-06-23,16:50:50,804012650,24.5,45.8,5.46,43.65,22.81,0,214
2025-06-23,16:50:55,804012655,24.5,45.9,5.43,43.26,22.66,0,213
2025-06-23,16:51:00,804012660,24.5,45.9,5.50,44.08,22.99,0,200
2025-06-23,16:51:04,804012664,24.5,45.8,5.49,43.97,22.94,0,202
2025-06-23,16:51:09,804012669,24.5,46.0,5.48,43.85,22.89,0,206
2025-06-23,16:51:14,804012674,24.5,45.9,5.34,42.27,22.25,0,200
2025-06-23,16:51:18,804012678,24.5,45.8,5.26,41.38,21.89,0,200
2025-06-23,16:51:23,804012683,24.5,45.6,5.16,40.36,21.47,0,213
2025-06-23,16:51:28,804012688,24.5,45.6,5.23,41.12,21.78,0,222
2025-06-23,16:51:33,804012693,24.5,45.8,5.28,41.67,22.01,0,230
2025-06-23,16:51:37,804012697,24.5,46.0,5.26,41.45,21.92,0,227
2025-06-23,16:51:42,804012702,24.5,45.8,5.09,39.60,21.16,0,215
