date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:48:24,804008904,24.7,50.7,4.94,37.94,20.47,0,111
2025-06-23,15:48:29,804008909,24.7,50.6,4.85,37.01,20.08,0,111
2025-06-23,15:48:33,804008913,24.7,50.8,4.86,37.11,20.12,0,112
2025-06-23,15:48:38,804008918,24.8,50.9,4.79,36.40,19.83,0,112
2025-06-23,15:48:43,804008923,24.7,50.7,4.83,36.86,20.02,0,112
2025-06-23,15:48:48,804008928,24.7,50.8,4.85,37.01,20.08,0,112
2025-06-23,15:48:52,804008932,24.7,50.5,4.95,38.08,20.53,0,111
2025-06-23,15:48:57,804008937,24.7,50.6,5.01,38.75,20.81,0,111
2025-06-23,15:49:02,804008942,24.7,50.6,5.02,38.87,20.86,0,111
2025-06-23,15:49:07,804008947,24.7,50.7,4.94,37.97,20.48,0,111
2025-06-23,15:49:11,804008951,24.7,50.7,4.87,37.20,20.16,0,110
2025-06-23,15:49:16,804008956,24.7,50.7,4.80,36.55,19.89,0,112
2025-06-23,15:49:21,804008961,24.7,50.8,4.82,36.67,19.94,0,115
2025-06-23,15:49:25,804008965,24.7,50.8,4.81,36.65,19.93,0,127
2025-06-23,15:49:30,804008970,24.7,50.7,4.82,36.75,19.97,0,129
