date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-21,07:30:38,801127838,25.7,34.6,167,1,536
2025-05-21,07:30:43,801127843,25.7,35.0,128,1,536
2025-05-21,07:30:48,801127848,25.7,34.8,172,1,555
2025-05-21,07:30:53,801127853,25.7,34.8,178,1,551
2025-05-21,07:30:58,801127858,25.7,34.9,181,1,553
2025-05-21,07:31:03,801127863,25.7,34.6,182,1,552
2025-05-21,07:31:08,801127868,25.7,34.7,176,1,548
2025-05-21,07:31:14,801127874,25.8,34.9,178,1,552
2025-05-21,07:31:19,801127879,25.8,34.6,176,1,554
2025-05-21,07:31:24,801127884,25.8,34.8,178,1,529
2025-05-21,07:31:29,801127889,25.8,34.8,139,1,558
2025-05-21,07:31:34,801127894,25.7,34.6,179,1,570
2025-05-21,07:31:39,801127899,25.8,34.5,179,1,558
2025-05-21,07:31:44,801127904,25.8,34.8,186,1,559
2025-05-21,07:31:50,801127910,25.8,34.6,181,1,538
2025-05-21,07:31:55,801127915,25.7,34.6,183,1,562
2025-05-21,07:32:00,801127920,25.8,34.5,187,1,566
2025-05-21,07:32:05,801127925,25.8,34.3,189,1,567
2025-05-21,07:32:10,801127930,25.8,34.5,185,1,572
2025-05-21,07:32:15,801127935,25.8,34.6,189,1,573
2025-05-21,07:32:20,801127940,25.8,34.7,183,1,576
2025-05-21,07:32:26,801127946,25.8,34.4,182,1,578
2025-05-21,07:32:31,801127951,25.8,34.3,185,1,577
2025-05-21,07:32:36,801127956,25.8,34.5,184,1,550
2025-05-21,07:32:41,801127961,25.8,34.6,183,1,583
2025-05-21,07:32:47,801127967,25.7,34.4,185,1,585
2025-05-21,07:32:52,801127972,25.7,34.5,182,1,584
2025-05-21,07:32:57,801127977,25.7,34.6,184,1,592
2025-05-21,07:33:02,801127982,25.7,34.8,185,1,644
2025-05-21,07:33:07,801127987,25.7,34.8,187,1,649
2025-05-21,07:33:12,801127992,25.6,34.7,142,1,642
2025-05-21,07:33:18,801127998,25.6,34.8,181,1,572
2025-05-21,07:33:23,801128003,25.6,35.2,185,1,601
2025-05-21,07:33:28,801128008,25.6,34.9,191,1,620
2025-05-21,07:33:33,801128013,25.6,35.0,187,1,649
2025-05-21,07:33:38,801128018,25.6,35.0,182,1,654
2025-05-21,07:33:43,801128023,25.6,35.0,186,1,659
2025-05-21,07:33:48,801128028,25.5,34.8,188,1,598
2025-05-21,07:33:54,801128034,25.6,34.9,185,1,664
2025-05-21,07:33:59,801128039,25.6,35.1,191,1,632
2025-05-21,07:34:04,801128044,25.5,34.9,192,1,647
2025-05-21,07:34:09,801128049,25.5,35.0,189,1,688
2025-05-21,07:34:14,801128054,25.5,35.1,192,1,687
2025-05-21,07:34:19,801128059,25.5,35.0,192,1,693
2025-05-21,07:34:24,801128064,25.6,35.0,195,1,691
2025-05-21,07:34:30,801128070,25.5,35.2,192,1,691
2025-05-21,07:34:35,801128075,25.6,34.9,198,1,691
2025-05-21,07:34:40,801128080,25.5,34.9,197,1,687
2025-05-21,07:34:45,801128085,25.6,35.1,193,1,685
2025-05-21,07:34:50,801128090,25.5,34.9,198,1,647
2025-05-21,07:34:55,801128095,25.6,35.0,192,1,635
2025-05-21,07:35:00,801128100,25.6,34.8,199,1,659
2025-05-21,07:35:06,801128106,25.6,34.8,194,1,668
2025-05-21,07:35:11,801128111,25.5,35.0,198,1,683
2025-05-21,07:35:16,801128116,25.6,34.9,197,1,687
2025-05-21,07:35:21,801128121,25.6,34.8,192,1,678
2025-05-21,07:35:26,801128126,25.6,34.7,197,1,669
2025-05-21,07:35:31,801128131,25.6,34.8,192,1,683
2025-05-21,07:35:37,801128137,25.5,35.1,195,1,672
