date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:38:58,804011938,24.6,47.2,4.97,38.25,20.60,0,48
2025-06-23,16:39:02,804011942,24.6,47.3,4.96,38.15,20.56,0,47
2025-06-23,16:39:07,804011947,24.6,47.5,5.04,39.05,20.93,0,46
2025-06-23,16:39:12,804011952,24.6,47.3,4.96,38.21,20.58,0,44
2025-06-23,16:39:17,804011957,24.6,47.3,4.92,37.78,20.40,0,44
2025-06-23,16:39:21,804011961,24.6,47.1,4.96,38.14,20.55,0,47
2025-06-23,16:39:26,804011966,24.6,47.3,4.83,36.85,20.01,0,43
2025-06-23,16:39:31,804011971,24.6,47.2,4.86,37.10,20.12,0,40
2025-06-23,16:39:35,804011975,24.6,47.1,4.83,36.81,20.00,0,39
2025-06-23,16:39:40,804011980,24.6,47.2,5.05,39.17,20.98,0,38
2025-06-23,16:39:45,804011985,24.6,47.3,4.99,38.52,20.71,0,37
2025-06-23,16:39:50,804011990,24.6,47.3,4.67,35.12,19.29,0,36
2025-06-23,16:39:54,804011994,24.6,47.1,4.57,34.15,18.87,0,35
2025-06-23,16:39:59,804011999,24.7,47.1,4.63,34.68,19.10,0,34
2025-06-23,16:40:04,804012004,24.6,47.1,4.92,37.75,20.39,0,34
