date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:10:17,804006617,24.8,52.5,5.06,39.28,21.03,0,71
2025-06-23,15:10:22,804006622,24.8,52.4,5.01,38.75,20.81,0,72
2025-06-23,15:10:27,804006627,24.8,52.3,4.99,38.54,20.72,0,73
2025-06-23,15:10:31,804006631,24.8,52.7,4.90,37.51,20.29,0,66
2025-06-23,15:10:36,804006636,24.8,52.4,4.77,36.23,19.75,0,57
2025-06-23,15:10:41,804006641,24.8,52.2,4.68,35.20,19.32,0,57
2025-06-23,15:10:46,804006646,24.8,52.3,4.64,34.82,19.16,0,57
2025-06-23,15:10:50,804006650,24.8,52.2,4.82,36.69,19.95,0,57
2025-06-23,15:10:55,804006655,24.8,52.3,4.92,37.81,20.41,0,55
2025-06-23,15:11:00,804006660,24.8,52.5,4.72,35.68,19.52,0,55
2025-06-23,15:11:05,804006665,24.8,52.3,4.67,35.17,19.30,0,55
2025-06-23,15:11:09,804006669,24.8,52.2,4.58,34.18,18.89,0,55
2025-06-23,15:11:14,804006674,24.8,52.3,4.76,36.07,19.68,0,55
2025-06-23,15:11:19,804006679,24.8,52.3,4.79,36.36,19.81,0,55
2025-06-23,15:11:23,804006683,24.8,52.2,4.90,37.59,20.32,0,55
