date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:52:05,804009125,24.7,50.7,5.11,39.84,21.26,0,117
2025-06-23,15:52:10,804009130,24.7,50.6,5.11,39.84,21.26,0,117
2025-06-23,15:52:15,804009135,24.7,50.6,5.01,38.76,20.81,0,112
2025-06-23,15:52:20,804009140,24.7,50.6,4.91,37.64,20.34,0,112
2025-06-23,15:52:24,804009144,24.7,50.5,4.92,37.80,20.41,0,111
2025-06-23,15:52:29,804009149,24.7,50.4,4.96,38.24,20.60,0,110
2025-06-23,15:52:34,804009154,24.7,50.6,4.95,38.14,20.55,0,110
2025-06-23,15:52:39,804009159,24.7,50.6,4.94,37.98,20.49,0,109
2025-06-23,15:52:43,804009163,24.7,50.5,4.85,37.03,20.09,0,108
2025-06-23,15:52:48,804009168,24.7,50.5,4.71,35.56,19.47,0,107
2025-06-23,15:52:53,804009173,24.7,50.7,4.70,35.41,19.41,0,106
2025-06-23,15:52:57,804009177,24.7,50.4,4.69,35.35,19.38,0,104
2025-06-23,15:53:02,804009182,24.7,50.3,4.81,36.57,19.90,0,103
2025-06-23,15:53:07,804009187,24.7,50.6,4.84,36.94,20.05,0,104
2025-06-23,15:53:12,804009192,24.7,50.5,4.79,36.37,19.81,0,100
