date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:04:25,804009865,24.7,49.8,5.03,38.92,20.88,0,214
2025-06-23,16:04:30,804009870,24.7,49.9,5.05,39.19,20.99,0,218
2025-06-23,16:04:34,804009874,24.7,49.9,5.01,38.72,20.80,0,212
2025-06-23,16:04:39,804009879,24.6,49.9,4.97,38.29,20.62,0,213
2025-06-23,16:04:44,804009884,24.7,49.9,4.92,37.74,20.39,0,255
2025-06-23,16:04:49,804009889,24.7,49.8,4.92,37.74,20.39,0,261
2025-06-23,16:04:53,804009893,24.7,49.8,4.83,36.81,20.00,0,250
2025-06-23,16:04:58,804009898,24.6,50.0,4.82,36.71,19.95,0,264
2025-06-23,16:05:03,804009903,24.6,49.7,4.79,36.41,19.83,0,263
2025-06-23,16:05:07,804009907,24.7,49.8,4.94,37.94,20.47,0,194
2025-06-23,16:05:12,804009912,24.7,50.0,4.76,36.11,19.70,0,193
2025-06-23,16:05:17,804009917,24.6,49.8,4.82,36.69,19.95,0,168
2025-06-23,16:05:22,804009922,24.6,49.8,4.79,36.36,19.81,0,217
2025-06-23,16:05:26,804009926,24.6,49.9,4.92,37.72,20.38,0,196
2025-06-23,16:05:31,804009931,24.6,49.8,5.02,38.84,20.85,0,204
