date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:26:15,804007575,24.7,51.9,4.88,37.37,20.23,0,109
2025-06-23,15:26:20,804007580,24.7,52.0,4.78,36.28,19.78,0,109
2025-06-23,15:26:24,804007584,24.7,51.9,4.74,35.90,19.62,0,114
2025-06-23,15:26:29,804007589,24.7,51.9,4.76,36.09,19.69,0,114
2025-06-23,15:26:34,804007594,24.7,51.9,4.85,37.01,20.08,0,116
2025-06-23,15:26:38,804007598,24.7,51.9,4.88,37.36,20.23,0,116
2025-06-23,15:26:43,804007603,24.7,52.0,4.79,36.37,19.81,0,116
2025-06-23,15:26:48,804007608,24.7,52.0,4.83,36.85,20.01,0,115
2025-06-23,15:26:53,804007613,24.7,52.0,4.96,38.20,20.58,0,113
2025-06-23,15:26:57,804007617,24.7,51.9,4.98,38.43,20.67,0,104
2025-06-23,15:27:02,804007622,24.7,52.0,4.93,37.87,20.44,0,102
2025-06-23,15:27:07,804007627,24.7,52.0,4.81,36.57,19.90,0,103
2025-06-23,15:27:12,804007632,24.7,52.1,4.83,36.87,20.02,0,129
2025-06-23,15:27:16,804007636,24.7,52.1,5.01,38.75,20.81,0,107
2025-06-23,15:27:21,804007641,24.7,52.0,4.87,37.19,20.16,0,104
