date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:11:56,804010316,24.7,48.9,4.95,38.06,20.52,0,204
2025-06-23,16:12:00,804010320,24.7,48.9,4.96,38.16,20.56,0,203
2025-06-23,16:12:05,804010325,24.7,49.0,5.01,38.77,20.81,0,201
2025-06-23,16:12:10,804010330,24.7,48.9,4.85,37.06,20.10,0,200
2025-06-23,16:12:14,804010334,24.7,49.0,4.66,34.99,19.23,0,201
2025-06-23,16:12:19,804010339,24.7,49.0,4.61,34.54,19.04,0,198
2025-06-23,16:12:24,804010344,24.7,49.0,4.76,36.11,19.70,0,200
2025-06-23,16:12:29,804010349,24.7,49.0,4.88,37.38,20.24,0,199
2025-06-23,16:12:33,804010353,24.7,48.9,4.84,36.97,20.06,0,200
2025-06-23,16:12:38,804010358,24.7,49.1,4.90,37.56,20.31,0,200
2025-06-23,16:12:43,804010363,24.7,49.0,4.98,38.41,20.67,0,199
2025-06-23,16:12:47,804010367,24.7,49.1,5.03,38.98,20.90,0,197
2025-06-23,16:12:52,804010372,24.7,49.1,4.98,38.46,20.69,0,197
2025-06-23,16:12:57,804010377,24.7,49.0,5.02,38.83,20.84,0,197
2025-06-23,16:13:02,804010382,24.7,48.9,5.05,39.20,20.99,0,196
