date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:59:30,804009570,24.7,50.1,4.92,37.72,20.38,0,174
2025-06-23,15:59:35,804009575,24.7,50.0,4.91,37.62,20.34,0,170
2025-06-23,15:59:39,804009579,24.7,50.1,4.93,37.83,20.42,0,170
2025-06-23,15:59:44,804009584,24.7,49.9,5.02,38.85,20.85,0,165
2025-06-23,15:59:49,804009589,24.7,50.1,5.01,38.75,20.81,0,167
2025-06-23,15:59:54,804009594,24.7,50.0,4.99,38.48,20.69,0,163
2025-06-23,15:59:58,804009598,24.7,50.0,4.86,37.16,20.14,0,159
2025-06-23,16:00:03,804009603,24.7,50.1,4.87,37.21,20.17,0,158
2025-06-23,16:00:08,804009608,24.7,49.9,4.72,35.63,19.50,0,156
2025-06-23,16:00:12,804009612,24.7,50.0,4.59,34.36,18.96,0,151
2025-06-23,16:00:17,804009617,24.7,50.0,4.56,34.01,18.81,0,129
2025-06-23,16:00:22,804009622,24.7,50.0,4.71,35.57,19.48,0,136
2025-06-23,16:00:27,804009627,24.7,49.8,4.84,36.96,20.06,0,132
2025-06-23,16:00:31,804009631,24.7,49.8,4.79,36.39,19.82,0,133
2025-06-23,16:00:36,804009636,24.7,50.0,4.78,36.30,19.78,0,116
