date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:28:43,804007723,24.6,51.8,4.85,37.03,20.09,0,96
2025-06-23,15:28:48,804007728,24.7,51.7,4.93,37.85,20.43,0,96
2025-06-23,15:28:52,804007732,24.7,51.9,4.89,37.48,20.28,0,94
2025-06-23,15:28:57,804007737,24.7,51.8,4.89,37.44,20.26,0,94
2025-06-23,15:29:02,804007742,24.7,51.9,4.94,37.97,20.48,0,93
2025-06-23,15:29:07,804007747,24.6,51.8,5.03,38.98,20.90,0,92
2025-06-23,15:29:11,804007751,24.7,51.9,4.94,38.00,20.50,0,93
2025-06-23,15:29:16,804007756,24.7,51.9,4.65,34.96,19.21,0,123
2025-06-23,15:29:21,804007761,24.6,52.1,4.56,34.00,18.81,0,109
2025-06-23,15:29:25,804007765,24.6,52.0,4.68,35.24,19.34,0,96
2025-06-23,15:29:30,804007770,24.7,51.9,4.89,37.43,20.26,0,96
2025-06-23,15:29:35,804007775,24.6,51.9,4.88,37.32,20.21,0,95
2025-06-23,15:29:41,804007781,24.6,51.9,4.88,37.32,20.21,0,96
2025-06-23,15:29:45,804007785,24.6,51.9,4.89,37.42,20.25,0,95
2025-06-23,15:29:50,804007790,24.6,51.9,4.92,37.77,20.40,0,93
