date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:16:50,804010610,24.7,48.6,4.88,37.33,20.21,0,184
2025-06-23,16:16:55,804010615,24.8,48.6,5.09,39.55,21.14,0,184
2025-06-23,16:17:00,804010620,24.7,48.6,5.09,39.53,21.13,0,184
2025-06-23,16:17:05,804010625,24.7,48.6,5.13,39.96,21.31,0,186
2025-06-23,16:17:09,804010629,24.7,48.5,5.09,39.60,21.16,0,184
2025-06-23,16:17:14,804010634,24.7,48.7,5.03,38.90,20.87,0,185
2025-06-23,16:17:19,804010639,24.7,48.7,5.00,38.57,20.73,0,185
2025-06-23,16:17:23,804010643,24.7,48.6,4.93,37.91,20.46,0,184
2025-06-23,16:17:28,804010648,24.7,48.4,4.93,37.91,20.46,0,184
2025-06-23,16:17:33,804010653,24.7,48.6,4.89,37.45,20.26,0,185
2025-06-23,16:17:38,804010658,24.7,48.7,4.68,35.21,19.32,0,186
2025-06-23,16:17:42,804010662,24.8,48.5,4.64,34.78,19.14,0,184
2025-06-23,16:17:47,804010667,24.8,48.4,4.62,34.65,19.08,0,186
2025-06-23,16:17:52,804010672,24.8,48.4,4.88,37.35,20.22,0,188
2025-06-23,16:17:57,804010677,24.8,48.4,4.96,38.25,20.60,0,189
