date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:25:01,804007501,24.7,51.9,4.62,34.60,19.06,0,107
2025-06-23,15:25:06,804007506,24.7,51.7,4.75,35.93,19.63,0,107
2025-06-23,15:25:11,804007511,24.7,51.9,4.74,35.88,19.60,0,106
2025-06-23,15:25:16,804007516,24.7,51.7,4.66,35.09,19.27,0,107
2025-06-23,15:25:20,804007520,24.7,51.9,4.67,35.13,19.29,0,106
2025-06-23,15:25:26,804007526,24.7,51.8,4.66,35.07,19.26,0,106
2025-06-23,15:25:31,804007531,24.7,51.8,4.77,36.19,19.74,0,107
2025-06-23,15:25:35,804007535,24.7,51.8,4.75,35.95,19.63,0,107
2025-06-23,15:25:40,804007540,24.7,51.9,4.74,35.84,19.59,0,107
2025-06-23,15:25:45,804007545,24.7,51.9,4.81,36.58,19.90,0,108
2025-06-23,15:25:50,804007550,24.7,52.0,4.84,36.93,20.05,0,108
2025-06-23,15:25:54,804007554,24.7,51.8,4.83,36.83,20.00,0,107
2025-06-23,15:25:59,804007559,24.7,51.9,4.81,36.59,19.90,0,108
2025-06-23,15:26:04,804007564,24.7,51.9,4.80,36.49,19.86,0,109
2025-06-23,15:26:08,804007568,24.7,51.8,4.82,36.73,19.96,0,111
