date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-05-27,14:32:52,801671572,25.7,41.7,336,1,13.0
2025-05-27,14:32:57,801671577,25.7,41.5,374,1,13.0
2025-05-27,14:33:02,801671582,25.7,41.6,369,1,14.0
2025-05-27,14:33:07,801671587,25.7,41.5,374,1,13.0
2025-05-27,14:33:12,801671592,25.7,41.6,375,1,13.0
2025-05-27,14:33:17,801671597,25.7,41.6,373,1,13.0
2025-05-27,14:33:23,801671603,25.7,41.5,374,1,14.0
2025-05-27,14:33:28,801671608,25.6,41.5,370,1,13.0
2025-05-27,14:33:33,801671613,25.7,41.6,368,1,13.0
2025-05-27,14:33:38,801671618,25.6,41.8,375,1,12.0
2025-05-27,14:33:43,801671623,25.7,41.8,374,1,13.0
2025-05-27,14:33:48,801671628,25.6,41.9,341,1,13.0
2025-05-27,14:33:54,801671634,25.6,41.7,369,1,13.0
2025-05-27,14:33:59,801671639,25.6,41.7,369,1,13.0
2025-05-27,14:34:05,801671645,25.6,41.4,370,1,12.0
2025-05-27,14:34:10,801671650,25.7,41.6,372,1,13.0
2025-05-27,14:34:15,801671655,25.7,41.5,373,1,13.0
2025-05-27,14:34:20,801671660,25.7,41.7,373,1,13.0
2025-05-27,14:34:25,801671665,25.7,42.0,375,1,12.0
2025-05-27,14:34:30,801671670,25.7,41.7,373,1,13.0
2025-05-27,14:34:36,801671676,25.7,42.1,375,1,13.0
2025-05-27,14:34:41,801671681,25.7,42.2,370,1,9.0
2025-05-27,14:34:46,801671686,25.7,42.1,378,1,12.0
2025-05-27,14:34:51,801671691,25.8,42.0,373,1,12.0
2025-05-27,14:34:56,801671696,25.8,41.9,375,1,11.0
2025-05-27,14:35:01,801671701,25.8,42.3,373,1,12.0
2025-05-27,14:35:07,801671707,25.8,42.4,382,1,12.0
2025-05-27,14:35:12,801671712,25.8,42.3,381,1,13.0
2025-05-27,14:35:17,801671717,25.9,42.0,376,1,12.0
2025-05-27,14:35:22,801671722,25.9,41.8,346,1,13.0
2025-05-27,14:35:27,801671727,25.9,41.6,375,1,12.0
2025-05-27,14:35:32,801671732,25.9,41.8,375,1,13.0
2025-05-27,14:35:38,801671738,25.9,41.4,379,1,12.0
2025-05-27,14:35:43,801671743,25.9,42.0,377,1,12.0
2025-05-27,14:35:48,801671748,26.0,41.4,378,1,12.0
2025-05-27,14:35:53,801671753,26.0,41.5,380,1,12.0
2025-05-27,14:35:58,801671758,26.0,41.7,379,1,13.0
2025-05-27,14:36:04,801671764,26.0,41.6,381,1,12.0
2025-05-27,14:36:09,801671769,26.0,41.8,375,1,12.0
2025-05-27,14:36:14,801671774,26.0,41.6,345,1,12.0
2025-05-27,14:36:19,801671779,26.0,42.2,379,1,12.0
2025-05-27,14:36:24,801671784,26.0,41.9,380,1,13.0
2025-05-27,14:36:29,801671789,26.0,41.4,378,1,12.0
2025-05-27,14:36:35,801671795,26.0,41.2,372,1,12.0
2025-05-27,14:36:40,801671800,26.1,41.1,373,1,13.0
2025-05-27,14:36:45,801671805,26.1,40.8,343,1,12.0
2025-05-27,14:36:50,801671810,26.1,41.0,374,1,13.0
2025-05-27,14:36:55,801671815,26.1,41.2,377,1,13.0
2025-05-27,14:37:01,801671821,26.1,41.2,344,1,13.0
2025-05-27,14:37:06,801671826,26.1,41.2,380,1,13.0
2025-05-27,14:37:11,801671831,26.1,41.2,371,1,13.0
2025-05-27,14:37:16,801671836,26.1,41.2,375,1,14.0
2025-05-27,14:37:21,801671841,26.1,41.5,368,1,3.0
2025-05-27,14:37:27,801671847,26.1,41.4,335,1,6.0
2025-05-27,14:37:32,801671852,26.1,41.1,399,1,4.0
2025-05-27,14:37:37,801671857,26.1,40.5,362,1,9.0
2025-05-27,14:37:42,801671862,26.1,40.7,359,1,7.0
2025-05-27,14:37:47,801671867,26.2,41.1,364,1,8.0
2025-05-27,14:37:53,801671873,26.1,42.1,375,1,9.0
2025-05-27,14:37:58,801671878,26.1,41.2,371,1,7.0
2025-05-27,14:38:03,801671883,26.2,40.8,369,1,9.0
2025-05-27,14:38:08,801671888,26.1,40.7,336,1,9.0
2025-05-27,14:38:13,801671893,26.1,40.9,371,1,9.0
2025-05-27,14:38:19,801671899,26.2,40.6,324,1,9.0
2025-05-27,14:38:24,801671904,26.2,40.4,368,1,9.0
2025-05-27,14:38:29,801671909,26.2,40.4,367,1,9.0
2025-05-27,14:38:34,801671914,26.1,40.4,367,1,10.0
2025-05-27,14:38:39,801671919,26.2,40.4,368,1,11.0
