date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-15,12:23:31,800627011,0.0,0.0,687,1,3957
2025-05-15,12:23:36,800627016,0.0,0.0,681,1,3863
2025-05-15,12:23:41,800627021,0.0,0.0,688,1,3880
2025-05-15,12:23:46,800627026,0.0,0.0,682,1,3878
2025-05-15,12:23:52,800627032,0.0,0.0,687,1,3803
2025-05-15,12:23:57,800627037,0.0,0.0,686,1,3801
2025-05-15,12:24:02,800627042,0.0,0.0,686,1,3804
2025-05-15,12:24:07,800627047,0.0,0.0,688,1,3868
2025-05-15,12:24:12,800627052,0.0,0.0,688,1,3847
2025-05-15,12:24:17,800627057,0.0,0.0,688,1,3765
2025-05-15,12:24:22,800627062,0.0,0.0,687,1,3820
2025-05-15,12:24:27,800627067,0.0,0.0,688,1,3959
2025-05-15,12:24:33,800627073,0.0,0.0,690,1,3956
2025-05-15,12:24:38,800627078,0.0,0.0,690,1,3963
2025-05-15,12:24:43,800627083,0.0,0.0,689,1,3961
2025-05-15,12:24:48,800627088,0.0,0.0,690,1,3962
2025-05-15,12:24:53,800627093,0.0,0.0,691,1,3883
2025-05-15,12:24:58,800627098,0.0,0.0,688,1,3955
2025-05-15,12:25:03,800627103,0.0,0.0,689,1,3955
2025-05-15,12:25:08,800627108,0.0,0.0,692,1,3957
2025-05-15,12:25:14,800627114,0.0,0.0,688,1,3961
2025-05-15,12:25:19,800627119,0.0,0.0,689,1,3953
2025-05-15,12:25:24,800627124,0.0,0.0,689,1,3957
2025-05-15,12:25:29,800627129,0.0,0.0,688,1,3952
2025-05-15,12:25:34,800627134,0.0,0.0,694,1,3837
2025-05-15,12:25:39,800627139,0.0,0.0,689,1,3956
2025-05-15,12:25:45,800627145,0.0,0.0,690,1,3956
2025-05-15,12:25:50,800627150,0.0,0.0,604,1,3958
2025-05-15,12:25:55,800627155,0.0,0.0,688,1,3961
2025-05-15,12:26:00,800627160,0.0,0.0,690,1,3957
2025-05-15,12:26:05,800627165,0.0,0.0,688,1,3954
2025-05-15,12:26:10,800627170,0.0,0.0,689,1,3958
2025-05-15,12:26:15,800627175,0.0,0.0,686,1,3952
2025-05-15,12:26:21,800627181,0.0,0.0,606,1,3956
2025-05-15,12:26:26,800627186,0.0,0.0,688,1,3959
2025-05-15,12:26:31,800627191,0.0,0.0,688,1,3958
2025-05-15,12:26:36,800627196,0.0,0.0,688,1,3954
2025-05-15,12:26:41,800627201,0.0,0.0,688,1,3952
2025-05-15,12:26:46,800627206,0.0,0.0,602,1,3958
2025-05-15,12:26:52,800627212,0.0,0.0,688,1,3952
2025-05-15,12:26:57,800627217,0.0,0.0,689,1,3953
2025-05-15,12:27:02,800627222,0.0,0.0,689,1,3952
2025-05-15,12:27:07,800627227,0.0,0.0,688,1,3956
2025-05-15,12:27:12,800627232,0.0,0.0,691,1,3964
2025-05-15,12:27:17,800627237,0.0,0.0,688,1,3952
2025-05-15,12:27:23,800627243,0.0,0.0,688,1,3937
2025-05-15,12:27:28,800627248,0.0,0.0,688,1,3959
2025-05-15,12:27:33,800627253,0.0,0.0,687,1,3878
2025-05-15,12:27:39,800627259,0.0,0.0,685,1,3961
2025-05-15,12:27:44,800627264,0.0,0.0,688,1,3960
2025-05-15,12:27:49,800627269,0.0,0.0,685,1,3961
2025-05-15,12:27:54,800627274,0.0,0.0,688,1,3963
2025-05-15,12:27:59,800627279,0.0,0.0,688,1,3959
2025-05-15,12:28:04,800627284,0.0,0.0,691,1,3962
2025-05-15,12:28:10,800627290,0.0,0.0,689,1,3957
2025-05-15,12:28:15,800627295,0.0,0.0,691,1,3954
2025-05-15,12:28:20,800627300,0.0,0.0,688,1,3962
2025-05-15,12:28:25,800627305,0.0,0.0,691,1,3888
2025-05-15,12:28:30,800627310,0.0,0.0,687,1,3959
2025-05-15,12:28:35,800627315,0.0,0.0,693,1,3954
2025-05-15,12:28:40,800627320,0.0,0.0,688,1,3964
2025-05-15,12:28:46,800627326,0.0,0.0,605,1,3955
2025-05-15,12:28:51,800627331,0.0,0.0,688,1,3963
2025-05-15,12:28:56,800627336,0.0,0.0,690,1,3890
2025-05-15,12:29:01,800627341,0.0,0.0,692,1,3962
2025-05-15,12:29:06,800627346,0.0,0.0,689,1,3966
2025-05-15,12:29:11,800627351,0.0,0.0,690,1,3971
2025-05-15,12:29:16,800627357,0.0,0.0,689,1,3966
2025-05-15,12:29:22,800627362,0.0,0.0,693,1,3890
2025-05-15,12:29:27,800627367,0.0,0.0,693,1,3962
2025-05-15,12:29:32,800627372,0.0,0.0,690,1,3955
