date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:00:43,804009643,24.7,49.9,4.87,37.24,20.18,0,98
2025-06-23,16:00:48,804009648,24.7,50.0,4.92,37.77,20.40,0,94
2025-06-23,16:00:53,804009653,24.7,50.0,4.91,37.67,20.36,0,118
2025-06-23,16:00:57,804009657,24.7,49.9,4.64,34.87,19.18,0,116
2025-06-23,16:01:02,804009662,24.7,50.0,4.67,35.15,19.30,0,120
2025-06-23,16:01:07,804009667,24.7,49.8,4.71,35.54,19.46,0,117
2025-06-23,16:01:12,804009672,24.7,49.8,4.75,36.01,19.66,0,117
2025-06-23,16:01:16,804009676,24.7,50.0,4.69,35.33,19.37,0,117
2025-06-23,16:01:21,804009681,24.7,50.0,4.67,35.14,19.29,0,117
2025-06-23,16:01:26,804009686,24.7,49.8,4.79,36.35,19.81,0,118
2025-06-23,16:01:30,804009690,24.7,50.0,4.86,37.11,20.12,0,117
2025-06-23,16:01:35,804009695,24.7,50.1,4.85,37.07,20.11,0,118
2025-06-23,16:01:40,804009700,24.7,49.8,4.90,37.53,20.30,0,47
2025-06-23,16:01:45,804009705,24.7,49.8,4.91,37.64,20.34,0,107
2025-06-23,16:01:49,804009709,24.7,49.9,4.91,37.64,20.34,0,122
