date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:34:50,804008090,24.8,51.3,4.96,38.16,20.56,0,86
2025-06-23,15:34:55,804008095,24.8,51.2,5.02,38.86,20.85,0,86
2025-06-23,15:35:00,804008100,24.8,51.3,4.95,38.11,20.54,0,96
2025-06-23,15:35:04,804008104,24.8,51.4,5.01,38.74,20.80,0,93
2025-06-23,15:35:09,804008109,24.8,51.2,5.20,40.82,21.66,0,93
2025-06-23,15:35:14,804008114,24.8,51.1,5.24,41.24,21.83,0,89
2025-06-23,15:35:19,804008119,24.8,51.2,5.09,39.57,21.15,0,88
2025-06-23,15:35:23,804008123,24.8,51.3,4.93,37.85,20.43,0,86
2025-06-23,15:35:28,804008128,24.8,51.3,4.95,38.09,20.53,0,86
2025-06-23,15:35:33,804008133,24.8,51.2,5.09,39.64,21.17,0,87
2025-06-23,15:35:38,804008138,24.8,51.3,5.16,40.35,21.47,0,87
2025-06-23,15:35:42,804008142,24.8,51.1,5.20,40.78,21.64,0,87
2025-06-23,15:35:47,804008147,24.8,51.2,5.15,40.24,21.42,0,88
2025-06-23,15:35:52,804008152,24.8,51.4,5.25,41.35,21.88,0,87
2025-06-23,15:35:56,804008156,24.8,51.4,5.18,40.58,21.56,0,87
