date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:09:05,804006545,24.8,52.2,4.57,34.11,18.86,0,76
2025-06-23,15:09:09,804006549,24.8,52.3,4.98,38.44,20.68,0,77
2025-06-23,15:09:14,804006554,24.8,52.3,4.92,37.82,20.42,0,77
2025-06-23,15:09:19,804006559,24.8,52.5,5.11,39.82,21.25,0,77
2025-06-23,15:09:23,804006563,24.8,52.3,4.89,37.49,20.28,0,75
2025-06-23,15:09:28,804006568,24.8,52.3,4.87,37.27,20.19,0,75
2025-06-23,15:09:33,804006573,24.8,52.3,4.90,37.59,20.33,0,73
2025-06-23,15:09:38,804006578,24.8,52.3,4.85,37.08,20.11,0,73
2025-06-23,15:09:42,804006582,24.8,52.4,4.86,37.14,20.13,0,69
2025-06-23,15:09:47,804006587,24.8,52.4,4.88,37.34,20.22,0,68
2025-06-23,15:09:52,804006592,24.8,52.3,4.83,36.79,19.99,0,68
2025-06-23,15:09:56,804006596,24.8,52.4,4.87,37.23,20.17,0,68
2025-06-23,15:10:01,804006601,24.8,52.3,4.81,36.64,19.93,0,67
2025-06-23,15:10:06,804006606,24.8,52.3,4.88,37.34,20.22,0,71
2025-06-23,15:10:11,804006611,24.8,52.2,4.96,38.19,20.58,0,71
