date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:16:26,804006986,24.6,52.0,4.87,37.26,20.19,0,193
2025-06-23,15:16:31,804006991,24.6,52.1,4.87,37.21,20.16,0,144
2025-06-23,15:16:36,804006996,24.7,52.1,4.79,36.40,19.83,0,164
2025-06-23,15:16:40,804007000,24.7,52.2,4.75,36.01,19.66,0,166
2025-06-23,15:16:45,804007005,24.7,51.9,4.75,36.01,19.66,0,188
2025-06-23,15:16:50,804007010,24.7,52.1,4.62,34.67,19.09,0,189
2025-06-23,15:16:55,804007015,24.7,52.2,4.60,34.44,19.00,0,189
2025-06-23,15:16:59,804007019,24.7,52.0,4.60,34.39,18.97,0,185
2025-06-23,15:17:05,804007025,24.7,51.9,4.61,34.50,19.02,0,187
2025-06-23,15:17:10,804007030,24.6,52.0,4.66,35.04,19.25,0,191
2025-06-23,15:17:14,804007034,24.7,52.0,4.69,35.39,19.40,0,185
2025-06-23,15:17:19,804007039,24.7,52.0,4.75,35.95,19.64,0,178
2025-06-23,15:17:24,804007044,24.7,52.1,4.52,33.58,18.63,0,188
2025-06-23,15:17:28,804007048,24.7,52.1,4.37,32.10,17.99,0,189
2025-06-23,15:17:33,804007053,24.7,51.8,4.33,31.66,17.80,0,193
