date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:48:02,804012482,24.5,46.3,5.24,41.19,21.81,0,187
2025-06-23,16:48:07,804012487,24.4,46.3,5.29,41.75,22.04,0,178
2025-06-23,16:48:11,804012491,24.4,46.2,5.18,40.59,21.57,0,183
2025-06-23,16:48:16,804012496,24.5,46.2,5.18,40.60,21.57,0,191
2025-06-23,16:48:21,804012501,24.5,46.1,5.20,40.81,21.66,0,203
2025-06-23,16:48:25,804012505,24.5,46.2,5.29,41.71,22.02,0,203
2025-06-23,16:48:30,804012510,24.4,46.1,5.50,44.04,22.97,0,186
2025-06-23,16:48:35,804012515,24.4,46.2,5.35,42.35,22.29,0,180
2025-06-23,16:48:40,804012520,24.4,46.1,5.30,41.91,22.11,0,179
2025-06-23,16:48:44,804012524,24.5,46.1,5.11,39.84,21.26,0,181
2025-06-23,16:48:49,804012529,24.5,46.1,5.39,42.83,22.48,0,180
2025-06-23,16:48:54,804012534,24.5,46.0,5.55,44.58,23.19,0,181
2025-06-23,16:48:59,804012539,24.5,46.2,5.71,46.37,23.90,0,180
2025-06-23,16:49:03,804012543,24.5,46.0,5.35,42.36,22.29,0,185
2025-06-23,16:49:08,804012548,24.5,46.1,5.15,40.24,21.42,0,187
