date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:27:29,804007649,24.7,52.0,4.95,38.07,20.52,0,102
2025-06-23,15:27:34,804007654,24.7,51.8,4.88,37.30,20.20,0,118
2025-06-23,15:27:39,804007659,24.7,52.2,5.09,39.63,21.17,0,102
2025-06-23,15:27:43,804007663,24.7,51.9,4.97,38.33,20.63,0,103
2025-06-23,15:27:48,804007668,24.7,51.9,4.94,37.99,20.49,0,105
2025-06-23,15:27:53,804007673,24.7,51.9,4.91,37.61,20.33,0,108
2025-06-23,15:27:57,804007677,24.7,51.8,4.92,37.79,20.41,0,108
2025-06-23,15:28:02,804007682,24.7,51.9,4.84,36.88,20.03,0,106
2025-06-23,15:28:07,804007687,24.7,51.8,4.79,36.44,19.84,0,104
2025-06-23,15:28:12,804007692,24.7,51.8,4.97,38.30,20.62,0,102
2025-06-23,15:28:16,804007696,24.7,51.7,4.97,38.28,20.61,0,99
2025-06-23,15:28:21,804007701,24.7,51.8,4.98,38.39,20.66,0,97
2025-06-23,15:28:26,804007706,24.7,51.8,4.83,36.86,20.02,0,98
2025-06-23,15:28:31,804007711,24.7,51.7,4.83,36.84,20.01,0,97
2025-06-23,15:28:35,804007715,24.7,51.9,4.86,37.08,20.11,0,97
