date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-05-27,17:10:15,801681015,25.6,40.5,92,1,8.0
2025-05-27,17:10:21,801681021,25.6,40.6,93,1,8.0
2025-05-27,17:10:26,801681026,25.6,40.9,89,1,8.0
2025-05-27,17:10:31,801681031,25.6,40.5,86,1,9.0
2025-05-27,17:10:37,801681037,25.6,40.3,92,1,8.0
2025-05-27,17:10:42,801681042,25.6,40.2,81,1,9.0
2025-05-27,17:10:47,801681047,25.6,40.0,89,1,8.0
2025-05-27,17:10:52,801681052,25.7,40.6,84,1,8.0
2025-05-27,17:10:57,801681057,25.7,40.6,89,1,8.0
2025-05-27,17:11:02,801681062,25.7,40.4,77,1,9.0
2025-05-27,17:11:08,801681068,25.7,40.3,88,1,9.0
2025-05-27,17:11:13,801681073,25.7,40.7,90,1,9.0
2025-05-27,17:11:18,801681078,25.7,41.8,97,1,9.0
2025-05-27,17:11:23,801681083,25.7,42.5,109,1,9.0
2025-05-27,17:11:28,801681088,25.7,42.1,90,1,9.0
2025-05-27,17:11:33,801681093,25.7,43.5,94,1,9.0
2025-05-27,17:11:39,801681099,25.7,41.4,96,1,10.0
2025-05-27,17:11:44,801681104,25.7,40.8,94,1,9.0
2025-05-27,17:11:49,801681109,25.7,40.5,85,1,10.0
2025-05-27,17:11:54,801681114,25.7,40.4,83,1,10.0
2025-05-27,17:11:59,801681119,25.7,41.3,94,1,9.0
2025-05-27,17:12:04,801681124,25.7,41.9,88,1,9.0
2025-05-27,17:12:10,801681130,25.7,40.7,91,1,10.0
2025-05-27,17:12:15,801681135,25.7,42.9,107,1,9.0
2025-05-27,17:12:20,801681140,25.7,43.4,97,1,9.0
2025-05-27,17:12:25,801681145,25.7,42.3,81,1,9.0
2025-05-27,17:12:30,801681150,25.7,42.3,97,1,10.0
2025-05-27,17:12:35,801681155,25.7,42.0,91,1,10.0
2025-05-27,17:12:41,801681161,25.7,40.9,84,1,10.0
2025-05-27,17:12:46,801681166,25.7,40.7,75,1,10.0
2025-05-27,17:12:51,801681171,25.7,40.4,82,1,10.0
2025-05-27,17:12:56,801681176,25.7,40.2,82,1,10.0
2025-05-27,17:13:01,801681181,25.7,41.8,84,1,9.0
2025-05-27,17:13:07,801681187,25.8,43.0,92,1,8.0
2025-05-27,17:13:12,801681192,25.8,42.5,99,1,10.0
2025-05-27,17:13:17,801681197,25.8,41.1,82,1,10.0
2025-05-27,17:13:22,801681202,25.8,40.7,82,1,11.0
2025-05-27,17:13:27,801681207,25.8,40.2,85,1,9.0
2025-05-27,17:13:33,801681213,25.8,40.1,67,1,10.0
2025-05-27,17:13:38,801681218,25.8,40.0,83,1,9.0
2025-05-27,17:13:43,801681223,25.8,40.0,92,1,9.0
2025-05-27,17:13:48,801681228,25.8,39.9,54,1,10.0
2025-05-27,17:13:53,801681233,25.8,40.2,96,1,10.0
2025-05-27,17:13:58,801681238,25.8,42.9,98,1,10.0
2025-05-27,17:14:04,801681244,25.8,40.8,91,1,9.0
2025-05-27,17:14:09,801681249,25.9,40.7,82,1,10.0
2025-05-27,17:14:14,801681254,25.8,40.1,81,1,10.0
2025-05-27,17:14:19,801681259,25.8,39.9,85,1,9.0
2025-05-27,17:14:24,801681264,25.8,40.4,86,1,10.0
2025-05-27,17:14:30,801681270,25.8,40.5,74,1,10.0
2025-05-27,17:14:35,801681275,25.8,40.9,95,1,7.0
2025-05-27,17:14:40,801681280,25.9,40.3,91,1,7.0
2025-05-27,17:14:45,801681285,25.8,40.0,85,1,7.0
2025-05-27,17:14:50,801681290,25.8,39.9,75,1,7.0
2025-05-27,17:14:56,801681296,25.8,39.9,82,1,7.0
2025-05-27,17:15:01,801681301,25.8,39.8,83,1,7.0
2025-05-27,17:15:06,801681306,25.8,40.1,80,1,7.0
2025-05-27,17:15:11,801681311,25.8,40.3,80,1,7.0
2025-05-27,17:15:16,801681316,25.8,40.6,80,1,7.0
2025-05-27,17:15:22,801681322,25.8,40.1,130,1,7.0
2025-05-27,17:15:27,801681327,25.8,40.2,80,1,7.0
2025-05-27,17:15:32,801681332,25.8,40.3,80,1,7.0
2025-05-27,17:15:37,801681337,25.7,40.1,85,1,6.0
2025-05-27,17:15:43,801681343,25.8,40.0,87,1,5.0
2025-05-27,17:15:48,801681348,25.7,40.2,82,1,7.0
2025-05-27,17:15:54,801681354,25.7,40.2,87,1,7.0
2025-05-27,17:15:59,801681359,25.8,40.1,95,1,7.0
2025-05-27,17:16:04,801681364,25.7,40.1,80,1,9.0
2025-05-27,17:16:09,801681369,25.8,41.0,83,1,8.0
2025-05-27,17:16:14,801681374,25.7,41.2,87,1,9.0
