date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-05-27,14:44:57,801672297,26.0,43.3,790,1,12.0
2025-05-27,14:45:02,801672302,26.0,41.8,781,1,10.0
2025-05-27,14:45:07,801672307,26.0,40.9,773,1,12.0
2025-05-27,14:45:12,801672312,26.0,40.8,773,1,13.0
2025-05-27,14:45:17,801672317,26.0,40.6,766,1,11.0
2025-05-27,14:45:22,801672322,26.1,40.6,766,1,10.0
2025-05-27,14:45:27,801672327,26.1,40.6,767,1,10.0
2025-05-27,14:45:33,801672333,26.1,40.5,719,1,10.0
2025-05-27,14:45:38,801672338,26.0,40.4,763,1,10.0
2025-05-27,14:45:43,801672343,26.0,40.5,763,1,10.0
2025-05-27,14:45:48,801672348,26.1,40.7,760,1,10.0
2025-05-27,14:45:53,801672353,26.0,40.5,767,1,10.0
2025-05-27,14:45:58,801672358,26.0,40.5,759,1,9.0
2025-05-27,14:46:04,801672364,26.0,40.6,760,1,11.0
2025-05-27,14:46:09,801672369,26.0,40.6,761,1,8.0
2025-05-27,14:46:14,801672374,26.0,40.7,759,1,7.0
2025-05-27,14:46:19,801672379,26.0,40.5,759,1,7.0
2025-05-27,14:46:24,801672384,26.0,40.5,756,1,8.0
2025-05-27,14:46:29,801672389,26.0,40.6,756,1,8.0
2025-05-27,14:46:35,801672395,26.0,40.8,759,1,8.0
2025-05-27,14:46:40,801672400,26.0,40.6,753,1,7.0
2025-05-27,14:46:45,801672405,26.0,40.7,706,1,9.0
2025-05-27,14:46:50,801672410,26.0,40.7,752,1,8.0
2025-05-27,14:46:55,801672415,26.0,41.8,758,1,9.0
2025-05-27,14:47:00,801672420,26.0,41.1,704,1,9.0
2025-05-27,14:47:06,801672426,26.0,40.9,752,1,9.0
2025-05-27,14:47:11,801672431,26.0,40.9,753,1,9.0
2025-05-27,14:47:16,801672436,26.0,40.8,752,1,9.0
2025-05-27,14:47:21,801672441,26.0,40.8,750,1,6.0
2025-05-27,14:47:26,801672446,26.0,40.9,752,1,4.0
2025-05-27,14:47:32,801672452,26.0,41.0,745,1,8.0
2025-05-27,14:47:37,801672457,26.0,40.9,752,1,9.0
2025-05-27,14:47:42,801672462,26.0,41.0,751,1,8.0
2025-05-27,14:47:47,801672467,26.0,40.7,747,1,8.0
2025-05-27,14:47:52,801672472,26.0,42.8,749,1,7.0
2025-05-27,14:47:57,801672477,26.0,42.0,749,1,7.0
2025-05-27,14:48:03,801672483,26.0,41.4,747,1,6.0
2025-05-27,14:48:08,801672488,26.0,42.2,754,1,5.0
2025-05-27,14:48:13,801672493,26.0,40.9,761,1,2.0
2025-05-27,14:48:18,801672498,26.0,40.7,757,1,0.0
2025-05-27,14:48:23,801672503,26.0,40.8,756,1,0.0
2025-05-27,14:48:29,801672509,26.0,40.8,747,1,4.0
2025-05-27,14:48:34,801672514,26.0,40.7,755,1,2.0
2025-05-27,14:48:39,801672519,26.0,40.5,752,1,3.0
2025-05-27,14:48:44,801672524,26.0,41.1,754,1,4.0
2025-05-27,14:48:49,801672529,26.0,41.2,755,1,5.0
2025-05-27,14:48:55,801672535,26.0,41.4,755,1,3.0
2025-05-27,14:49:00,801672540,26.0,41.3,754,1,1.0
2025-05-27,14:49:05,801672545,26.0,41.2,752,1,1.0
2025-05-27,14:49:10,801672550,26.0,41.1,752,1,1.0
2025-05-27,14:49:15,801672555,26.0,40.9,752,1,2.0
2025-05-27,14:49:21,801672561,26.1,41.0,752,1,2.0
2025-05-27,14:49:26,801672566,26.1,41.3,704,1,1.0
2025-05-27,14:49:31,801672571,26.1,41.0,754,1,5.0
2025-05-27,14:49:36,801672576,26.1,40.8,753,1,5.0
2025-05-27,14:49:42,801672582,26.1,41.3,752,1,6.0
2025-05-27,14:49:47,801672587,26.1,41.0,752,1,5.0
2025-05-27,14:49:52,801672592,26.1,40.9,756,1,5.0
2025-05-27,14:49:58,801672598,26.0,40.8,752,1,6.0
2025-05-27,14:50:03,801672603,26.1,41.0,755,1,5.0
2025-05-27,14:50:08,801672608,26.1,41.1,752,1,1.0
2025-05-27,14:50:13,801672613,26.1,40.8,751,1,1.0
2025-05-27,14:50:18,801672618,26.1,40.5,752,1,1.0
2025-05-27,14:50:24,801672624,26.1,40.7,720,1,6.0
2025-05-27,14:50:29,801672629,26.1,40.8,703,1,6.0
2025-05-27,14:50:34,801672634,26.1,40.9,752,1,5.0
2025-05-27,14:50:39,801672639,26.1,40.7,749,1,6.0
2025-05-27,14:50:44,801672644,26.1,40.6,699,1,6.0
2025-05-27,14:50:49,801672649,26.1,40.7,752,1,5.0
