date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:15:13,804006913,24.6,52.1,4.77,36.21,19.74,0,103
2025-06-23,15:15:18,804006918,24.7,52.1,4.77,36.21,19.74,0,105
2025-06-23,15:15:22,804006922,24.7,52.1,4.82,36.71,19.96,0,107
2025-06-23,15:15:27,804006927,24.6,52.0,4.85,37.08,20.11,0,115
2025-06-23,15:15:32,804006932,24.7,52.2,4.87,37.25,20.18,0,121
2025-06-23,15:15:36,804006936,24.6,52.2,4.71,35.54,19.46,0,137
2025-06-23,15:15:41,804006941,24.6,52.2,4.68,35.23,19.33,0,158
2025-06-23,15:15:46,804006946,24.6,52.2,4.58,34.19,18.89,0,156
2025-06-23,15:15:51,804006951,24.6,52.2,4.58,34.25,18.91,0,159
2025-06-23,15:15:55,804006955,24.6,52.1,4.57,34.15,18.87,0,173
2025-06-23,15:16:00,804006960,24.6,52.0,4.66,35.00,19.23,0,168
2025-06-23,15:16:05,804006965,24.6,52.1,4.78,36.31,19.79,0,175
2025-06-23,15:16:10,804006970,24.6,52.1,4.73,35.82,19.58,0,182
2025-06-23,15:16:14,804006974,24.6,52.0,4.73,35.72,19.54,0,184
2025-06-23,15:16:19,804006979,24.6,52.0,4.78,36.26,19.77,0,190
