date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:30:21,804011421,24.7,47.6,5.12,39.88,21.27,0,115
2025-06-23,16:30:26,804011426,24.8,47.5,4.97,38.33,20.63,0,144
2025-06-23,16:30:30,804011430,24.8,47.5,4.79,36.40,19.82,0,144
2025-06-23,16:30:35,804011435,24.8,47.5,4.82,36.73,19.97,0,143
2025-06-23,16:30:40,804011440,24.7,47.7,4.93,37.85,20.43,0,130
2025-06-23,16:30:45,804011445,24.7,47.6,5.11,39.78,21.23,0,127
2025-06-23,16:30:49,804011449,24.8,47.7,5.06,39.30,21.04,0,93
2025-06-23,16:30:54,804011454,24.8,47.4,5.04,39.05,20.93,0,115
2025-06-23,16:30:59,804011459,24.8,47.4,5.03,38.94,20.89,0,81
2025-06-23,16:31:03,804011463,24.8,47.5,4.91,37.71,20.37,0,77
2025-06-23,16:31:08,804011468,24.8,47.4,4.94,38.01,20.50,0,80
2025-06-23,16:31:13,804011473,24.8,47.5,4.95,38.06,20.52,0,84
2025-06-23,16:31:18,804011478,24.8,47.5,5.12,39.90,21.28,0,106
2025-06-23,16:31:22,804011482,24.8,47.3,4.94,37.94,20.47,0,123
2025-06-23,16:31:27,804011487,24.8,47.6,4.93,37.84,20.43,0,128
