date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:47:09,804008829,24.7,50.8,4.96,38.16,20.56,0,109
2025-06-23,15:47:14,804008834,24.8,50.8,4.97,38.26,20.60,0,110
2025-06-23,15:47:18,804008838,24.8,50.7,4.88,37.36,20.23,0,110
2025-06-23,15:47:23,804008843,24.8,50.8,4.97,38.33,20.63,0,111
2025-06-23,15:47:28,804008848,24.8,50.8,5.02,38.85,20.85,0,111
2025-06-23,15:47:33,804008853,24.8,50.8,5.05,39.16,20.98,0,112
2025-06-23,15:47:37,804008857,24.8,50.8,5.04,39.01,20.91,0,103
2025-06-23,15:47:42,804008862,24.7,50.8,5.04,39.01,20.91,0,104
2025-06-23,15:47:47,804008867,24.7,50.7,5.01,38.69,20.78,0,104
2025-06-23,15:47:52,804008872,24.8,50.9,4.91,37.66,20.35,0,108
2025-06-23,15:47:56,804008876,24.8,50.7,4.71,35.53,19.46,0,108
2025-06-23,15:48:01,804008881,24.7,50.8,4.80,36.49,19.86,0,110
2025-06-23,15:48:06,804008886,24.7,50.7,4.87,37.23,20.17,0,112
2025-06-23,15:48:10,804008890,24.8,50.7,5.09,39.63,21.17,0,112
2025-06-23,15:48:15,804008895,24.8,50.5,4.95,38.07,20.52,0,111
