date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:03:12,804009792,24.7,49.7,4.85,36.98,20.07,0,260
2025-06-23,16:03:17,804009797,24.7,49.6,5.02,38.88,20.86,0,262
2025-06-23,16:03:22,804009802,24.7,49.5,5.07,39.37,21.06,0,262
2025-06-23,16:03:26,804009806,24.7,49.7,5.09,39.59,21.16,0,262
2025-06-23,16:03:31,804009811,24.7,49.8,4.91,37.63,20.34,0,261
2025-06-23,16:03:36,804009816,24.7,50.0,4.91,37.68,20.36,0,261
2025-06-23,16:03:40,804009820,24.7,49.8,5.03,38.96,20.89,0,261
2025-06-23,16:03:45,804009825,24.7,49.8,5.16,40.35,21.47,0,260
2025-06-23,16:03:50,804009830,24.7,49.9,5.15,40.23,21.42,0,260
2025-06-23,16:03:55,804009835,24.7,50.0,5.00,38.63,20.76,0,260
2025-06-23,16:03:59,804009839,24.7,49.9,4.97,38.34,20.64,0,260
2025-06-23,16:04:04,804009844,24.7,49.8,4.99,38.50,20.71,0,248
2025-06-23,16:04:09,804009849,24.7,49.8,4.91,37.69,20.37,0,246
2025-06-23,16:04:13,804009853,24.7,49.9,4.90,37.55,20.31,0,247
2025-06-23,16:04:18,804009858,24.7,49.9,4.90,37.53,20.30,0,237
