date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:42:40,804012160,24.6,46.7,4.96,38.22,20.59,0,63
2025-06-23,16:42:45,804012165,24.6,46.8,5.01,38.77,20.82,0,64
2025-06-23,16:42:49,804012169,24.7,46.8,5.09,39.57,21.15,0,65
2025-06-23,16:42:54,804012174,24.7,46.8,5.21,40.86,21.68,0,66
2025-06-23,16:42:59,804012179,24.7,46.8,5.15,40.21,21.41,0,68
2025-06-23,16:43:04,804012184,24.7,46.7,5.06,39.25,21.02,0,68
2025-06-23,16:43:08,804012188,24.6,46.9,5.05,39.13,20.97,0,69
2025-06-23,16:43:13,804012193,24.6,46.9,5.05,39.20,20.99,0,71
2025-06-23,16:43:18,804012198,24.6,46.7,4.99,38.55,20.72,0,72
2025-06-23,16:43:23,804012203,24.6,46.8,4.90,37.55,20.31,0,73
2025-06-23,16:43:27,804012207,24.7,46.6,4.59,34.28,18.93,0,71
2025-06-23,16:43:32,804012212,24.6,46.7,4.66,35.02,19.24,0,74
2025-06-23,16:43:37,804012217,24.7,46.6,4.64,34.83,19.16,0,74
2025-06-23,16:43:41,804012221,24.6,46.7,4.65,34.98,19.23,0,74
2025-06-23,16:43:46,804012226,24.7,46.7,4.58,34.19,18.89,0,74
