date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:37:44,804011864,24.7,47.2,4.89,37.41,20.25,0,47
2025-06-23,16:37:49,804011869,24.7,47.2,4.73,35.79,19.57,0,47
2025-06-23,16:37:53,804011873,24.6,47.3,4.94,37.99,20.49,0,47
2025-06-23,16:37:58,804011878,24.6,47.2,5.03,38.98,20.90,0,47
2025-06-23,16:38:03,804011883,24.7,47.1,5.11,39.81,21.24,0,47
2025-06-23,16:38:07,804011887,24.7,47.2,5.09,39.53,21.13,0,47
2025-06-23,16:38:12,804011892,24.7,47.2,5.11,39.85,21.26,0,47
2025-06-23,16:38:17,804011897,24.6,47.2,5.11,39.75,21.22,0,49
2025-06-23,16:38:22,804011902,24.7,47.3,5.09,39.53,21.13,0,48
2025-06-23,16:38:26,804011906,24.6,47.2,5.01,38.74,20.80,0,53
2025-06-23,16:38:31,804011911,24.7,47.1,4.96,38.20,20.58,0,55
2025-06-23,16:38:36,804011916,24.6,47.3,4.78,36.32,19.79,0,52
2025-06-23,16:38:41,804011921,24.6,47.4,4.68,35.21,19.32,0,50
2025-06-23,16:38:45,804011925,24.6,47.2,4.76,36.13,19.71,0,50
2025-06-23,16:38:50,804011930,24.6,47.3,4.86,37.17,20.15,0,49
