date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-05-27,16:52:11,801679931,25.5,40.8,134,1,13.0
2025-05-27,16:52:17,801679937,25.5,40.6,137,1,13.0
2025-05-27,16:52:22,801679942,25.5,40.7,133,1,13.0
2025-05-27,16:52:27,801679947,25.5,40.6,110,1,3.0
2025-05-27,16:52:32,801679952,25.6,40.6,141,1,1.0
2025-05-27,16:52:37,801679957,25.5,40.5,133,1,10.0
2025-05-27,16:52:42,801679962,25.5,40.7,141,1,30.0
2025-05-27,16:52:48,801679968,25.6,40.6,128,1,28.0
2025-05-27,16:52:53,801679973,25.6,40.5,127,1,9.0
2025-05-27,16:52:58,801679978,25.6,40.5,128,1,10.0
2025-05-27,16:53:03,801679983,25.6,40.6,129,1,11.0
2025-05-27,16:53:08,801679988,25.6,40.4,128,1,10.0
2025-05-27,16:53:13,801679993,25.6,40.4,128,1,10.0
2025-05-27,16:53:19,801679999,25.6,40.4,131,1,10.0
2025-05-27,16:53:24,801680004,25.6,40.2,128,1,10.0
2025-05-27,16:53:29,801680009,25.6,40.1,135,1,10.0
2025-05-27,16:53:34,801680014,25.6,40.3,128,1,10.0
2025-05-27,16:53:39,801680019,25.7,40.3,124,1,10.0
2025-05-27,16:53:45,801680025,25.6,40.2,115,1,10.0
2025-05-27,16:53:50,801680030,25.6,40.4,116,1,10.0
2025-05-27,16:53:55,801680035,25.6,40.8,131,1,10.0
2025-05-27,16:54:00,801680040,25.6,40.6,131,1,11.0
2025-05-27,16:54:06,801680046,25.6,40.6,128,1,10.0
2025-05-27,16:54:11,801680051,25.7,40.6,161,1,2.0
2025-05-27,16:54:16,801680056,25.7,40.4,145,1,2.0
2025-05-27,16:54:21,801680061,25.7,40.3,134,1,10.0
2025-05-27,16:54:26,801680066,25.7,40.2,138,1,10.0
2025-05-27,16:54:32,801680072,25.7,40.0,117,1,10.0
2025-05-27,16:54:37,801680077,25.7,40.1,115,1,10.0
2025-05-27,16:54:42,801680082,25.7,40.4,112,1,10.0
2025-05-27,16:54:47,801680087,25.7,40.6,125,1,10.0
2025-05-27,16:54:52,801680092,25.7,40.7,127,1,10.0
2025-05-27,16:54:58,801680098,25.7,40.6,124,1,8.0
2025-05-27,16:55:03,801680103,25.7,40.3,118,1,7.0
2025-05-27,16:55:08,801680108,25.7,40.4,118,1,4.0
2025-05-27,16:55:13,801680113,25.7,40.4,126,1,11.0
2025-05-27,16:55:18,801680118,25.7,41.5,117,1,10.0
2025-05-27,16:55:23,801680123,25.7,41.2,125,1,11.0
2025-05-27,16:55:29,801680129,25.7,41.2,128,1,11.0
2025-05-27,16:55:34,801680134,25.7,41.0,121,1,11.0
2025-05-27,16:55:39,801680139,25.7,40.6,115,1,10.0
2025-05-27,16:55:44,801680144,25.7,40.4,112,1,9.0
2025-05-27,16:55:49,801680149,25.7,40.3,111,1,10.0
2025-05-27,16:55:54,801680154,25.7,40.3,113,1,10.0
2025-05-27,16:56:00,801680160,25.6,40.5,116,1,9.0
2025-05-27,16:56:05,801680165,25.7,40.5,110,1,9.0
2025-05-27,17:01:45,801680505,25.6,41.5,112,1,10.0
2025-05-27,17:01:50,801680510,25.6,40.8,112,1,10.0
2025-05-27,17:01:55,801680515,25.7,40.4,99,1,10.0
2025-05-27,17:02:01,801680521,25.6,40.5,112,1,10.0
2025-05-27,17:02:06,801680526,25.7,40.4,102,1,8.0
2025-05-27,17:02:11,801680531,25.6,40.1,112,1,6.0
2025-05-27,17:02:16,801680536,25.7,40.3,111,1,8.0
2025-05-27,17:02:21,801680541,25.7,40.2,94,1,8.0
2025-05-27,17:02:27,801680547,25.6,40.5,112,1,8.0
2025-05-27,17:02:32,801680552,25.7,40.2,108,1,9.0
2025-05-27,17:02:37,801680557,25.6,40.7,110,1,9.0
2025-05-27,17:02:42,801680562,25.6,40.4,104,1,9.0
2025-05-27,17:02:47,801680567,25.6,40.4,107,1,9.0
2025-05-27,17:02:53,801680573,25.7,40.2,99,1,9.0
2025-05-27,17:02:58,801680578,25.6,40.1,96,1,11.0
2025-05-27,17:03:03,801680583,25.6,40.1,101,1,11.0
2025-05-27,17:03:08,801680588,25.7,40.3,68,1,11.0
2025-05-27,17:03:13,801680593,25.6,40.2,99,1,10.0
2025-05-27,17:03:19,801680599,25.6,40.2,99,1,11.0
2025-05-27,17:03:24,801680604,25.6,40.0,102,1,11.0
2025-05-27,17:03:29,801680609,25.6,40.1,99,1,11.0
2025-05-27,17:03:34,801680614,25.6,40.2,97,1,11.0
