date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:22:58,804010978,24.8,48.0,4.95,38.09,20.53,0,132
2025-06-23,16:23:02,804010982,24.7,48.2,4.99,38.52,20.71,0,132
2025-06-23,16:23:07,804010987,24.8,48.2,5.01,38.73,20.80,0,133
2025-06-23,16:23:12,804010992,24.8,48.0,4.99,38.52,20.71,0,130
2025-06-23,16:23:17,804010997,24.8,48.1,4.85,37.04,20.09,0,131
2025-06-23,16:23:21,804011001,24.7,48.2,4.78,36.31,19.79,0,133
2025-06-23,16:23:26,804011006,24.8,48.2,4.88,37.32,20.21,0,129
2025-06-23,16:23:31,804011011,24.8,48.1,4.91,37.70,20.37,0,122
2025-06-23,16:23:36,804011016,24.8,48.1,4.91,37.65,20.35,0,128
2025-06-23,16:23:40,804011020,24.8,48.0,4.91,37.61,20.33,0,129
2025-06-23,16:23:45,804011025,24.8,47.9,4.96,38.14,20.56,0,124
2025-06-23,16:23:50,804011030,24.8,47.9,5.01,38.73,20.80,0,128
2025-06-23,16:23:55,804011035,24.8,48.0,4.95,38.06,20.52,0,128
2025-06-23,16:24:00,804011040,24.8,48.0,4.99,38.55,20.72,0,129
2025-06-23,16:24:05,804011045,24.8,48.0,4.96,38.22,20.59,0,128
