date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:05:39,804009939,24.6,49.8,5.03,38.95,20.89,0,252
2025-06-23,16:05:43,804009943,24.6,49.8,5.08,39.49,21.11,0,204
2025-06-23,16:05:48,804009948,24.6,49.8,5.04,39.08,20.94,0,182
2025-06-23,16:05:53,804009953,24.7,49.7,5.17,40.40,21.49,0,197
2025-06-23,16:05:57,804009957,24.6,49.9,5.17,40.46,21.51,0,209
2025-06-23,16:06:02,804009962,24.6,49.8,4.96,38.18,20.57,0,211
2025-06-23,16:06:07,804009967,24.6,49.9,4.71,35.60,19.49,0,216
2025-06-23,16:06:12,804009972,24.6,49.8,4.72,35.69,19.53,0,226
2025-06-23,16:06:16,804009976,24.6,49.8,4.78,36.29,19.78,0,185
2025-06-23,16:06:21,804009981,24.6,49.8,4.68,35.24,19.34,0,178
2025-06-23,16:06:26,804009986,24.6,49.8,4.76,36.06,19.68,0,178
2025-06-23,16:06:31,804009991,24.6,49.8,4.86,37.16,20.15,0,198
2025-06-23,16:06:35,804009995,24.6,49.9,5.15,40.24,21.42,0,168
2025-06-23,16:06:40,804010000,24.6,49.8,4.88,37.35,20.22,0,162
2025-06-23,16:06:45,804010005,24.6,49.7,4.82,36.75,19.97,0,134
