date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:43:54,804012234,24.6,46.5,4.65,34.94,19.21,0,76
2025-06-23,16:43:58,804012238,24.6,46.6,4.94,38.03,20.51,0,76
2025-06-23,16:44:03,804012243,24.6,46.6,5.14,40.16,21.39,0,77
2025-06-23,16:44:08,804012248,24.6,46.6,5.14,40.10,21.36,0,77
2025-06-23,16:44:13,804012253,24.6,46.5,5.00,38.65,20.77,0,75
2025-06-23,16:44:17,804012257,24.6,46.7,4.89,37.45,20.27,0,76
2025-06-23,16:44:22,804012262,24.6,46.6,4.86,37.13,20.13,0,75
2025-06-23,16:44:27,804012267,24.6,46.5,5.04,39.10,20.95,0,74
2025-06-23,16:44:32,804012272,24.6,46.7,5.01,38.71,20.79,0,75
2025-06-23,16:44:36,804012276,24.6,46.7,5.01,38.77,20.82,0,74
2025-06-23,16:44:41,804012281,24.6,46.5,5.04,39.04,20.93,0,74
2025-06-23,16:44:46,804012286,24.6,46.5,4.94,37.95,20.47,0,74
2025-06-23,16:44:51,804012291,24.6,46.5,4.98,38.41,20.66,0,75
2025-06-23,16:44:56,804012296,24.6,46.6,4.89,37.45,20.26,0,87
2025-06-23,16:45:01,804012301,24.6,46.1,5.06,39.31,21.04,0,92
