date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:39:45,804008385,24.7,51.0,4.95,38.07,20.53,0,141
2025-06-23,15:39:50,804008390,24.7,51.1,5.07,39.39,21.07,0,144
2025-06-23,15:39:55,804008395,24.7,51.0,4.79,36.43,19.84,0,147
2025-06-23,15:39:59,804008399,24.7,51.2,4.72,35.71,19.53,0,156
2025-06-23,15:40:04,804008404,24.7,51.1,4.81,36.62,19.92,0,160
2025-06-23,15:40:09,804008409,24.7,51.1,4.85,36.98,20.07,0,161
2025-06-23,15:40:14,804008414,24.7,51.1,4.93,37.88,20.45,0,159
2025-06-23,15:40:18,804008418,24.7,51.1,5.01,38.69,20.78,0,161
2025-06-23,15:40:23,804008423,24.7,51.0,5.22,41.03,21.75,0,162
2025-06-23,15:40:28,804008428,24.7,51.1,5.21,40.89,21.69,0,163
2025-06-23,15:40:32,804008432,24.7,51.2,5.15,40.25,21.43,0,159
2025-06-23,15:40:37,804008437,24.7,51.1,5.11,39.77,21.23,0,152
2025-06-23,15:40:42,804008442,24.7,51.2,5.24,41.15,21.80,0,153
2025-06-23,15:40:47,804008447,24.7,51.1,5.16,40.33,21.46,0,151
2025-06-23,15:40:51,804008451,24.7,51.0,5.06,39.25,21.02,0,149
