date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-04,17:51:32,799696292,26.5,28.4,363,1,1577
2025-05-04,17:51:37,799696297,26.5,28.8,365,1,3340
2025-05-04,17:51:42,799696302,26.5,28.7,371,1,0
2025-05-04,17:51:47,799696307,26.5,29.3,354,1,44
2025-05-04,17:51:53,799696313,26.4,29.0,323,1,3494
2025-05-04,17:51:58,799696318,26.5,28.8,361,1,0
2025-05-04,17:52:03,799696323,26.4,28.6,326,1,4095
2025-05-04,17:52:08,799696328,26.4,28.8,335,1,0
2025-05-04,17:52:13,799696333,26.5,28.6,325,1,4037
2025-05-04,17:52:19,799696339,26.4,28.9,357,1,0
2025-05-04,17:52:24,799696344,26.5,28.7,368,1,961
2025-05-04,17:52:29,799696349,26.5,29.9,368,1,3830
2025-05-04,17:52:34,799696354,26.5,30.0,359,1,3587
2025-05-04,17:52:39,799696359,26.4,29.4,368,1,0
2025-05-04,17:52:44,799696364,26.5,28.8,359,1,2073
2025-05-04,17:52:50,799696370,26.5,28.5,357,1,0
2025-05-04,17:52:55,799696375,26.4,28.6,363,1,3446
2025-05-04,17:53:00,799696380,26.4,28.4,355,1,0
2025-05-04,17:53:05,799696385,26.4,28.5,361,1,3611
2025-05-04,17:53:11,799696391,26.5,28.5,363,1,3362
2025-05-04,17:53:16,799696396,26.5,28.4,357,1,200
2025-05-04,17:53:21,799696401,26.5,28.6,360,1,0
2025-05-04,17:53:26,799696406,26.4,28.5,367,1,0
2025-05-04,17:53:32,799696412,26.5,28.5,366,1,0
2025-05-04,17:53:37,799696417,26.4,28.5,357,1,568
2025-05-04,17:53:42,799696422,26.4,28.6,359,1,2808
2025-05-04,17:53:47,799696427,26.4,28.6,371,1,0
2025-05-04,17:53:52,799696432,26.4,28.5,341,1,0
2025-05-04,17:53:57,799696437,26.4,28.5,367,1,0
2025-05-04,17:54:03,799696443,26.4,28.5,336,1,0
2025-05-04,17:54:08,799696448,26.4,28.7,364,1,3607
2025-05-04,17:54:13,799696453,26.4,28.5,362,1,320
2025-05-04,17:54:18,799696458,26.4,28.6,367,1,898
2025-05-04,17:54:23,799696463,26.4,28.6,359,1,0
2025-05-04,17:54:28,799696468,26.4,28.5,366,1,4016
2025-05-04,17:54:34,799696474,26.4,28.5,365,1,4041
2025-05-04,17:54:39,799696479,26.4,28.5,365,1,276
2025-05-04,17:54:44,799696484,26.4,28.4,355,1,0
2025-05-04,17:54:49,799696489,26.4,28.5,363,1,3482
2025-05-04,17:54:54,799696494,26.4,28.7,363,1,3383
2025-05-04,17:54:59,799696499,26.4,28.5,365,1,3345
2025-05-04,17:55:05,799696505,26.4,28.5,361,1,3409
2025-05-04,17:55:10,799696510,26.4,28.6,362,1,4076
2025-05-04,17:55:15,799696515,26.4,28.6,358,1,3253
2025-05-04,17:55:20,799696520,26.4,28.8,363,1,3405
2025-05-04,17:55:25,799696525,26.4,28.8,363,1,0
2025-05-04,17:55:31,799696531,26.4,29.0,363,1,0
2025-05-04,17:55:36,799696536,26.4,29.0,332,1,3830
2025-05-04,17:55:41,799696541,26.3,28.9,363,1,0
2025-05-04,17:55:46,799696546,26.4,28.8,363,1,3982
2025-05-04,17:55:51,799696551,26.3,29.1,366,1,0
2025-05-04,17:55:57,799696557,26.3,29.1,359,1,4028
2025-05-04,17:56:02,799696562,26.3,28.9,363,1,0
2025-05-04,17:56:07,799696567,26.3,28.7,365,1,4005
2025-05-04,17:56:12,799696572,26.3,28.8,366,1,0
2025-05-04,17:56:17,799696577,26.2,28.8,363,1,4024
2025-05-04,17:56:23,799696583,26.3,28.7,362,1,3739
2025-05-04,17:56:28,799696588,26.2,28.8,366,1,1309
2025-05-04,17:56:33,799696593,26.3,29.0,366,1,0
2025-05-04,17:56:38,799696598,26.3,28.9,361,1,0
2025-05-04,17:56:43,799696603,26.3,28.8,364,1,3466
2025-05-04,17:56:49,799696609,26.3,28.6,359,1,0
2025-05-04,17:56:54,799696614,26.3,29.0,359,1,0
2025-05-04,17:56:59,799696619,26.3,29.0,336,1,4095
2025-05-04,17:57:04,799696624,26.3,28.9,353,1,0
2025-05-04,17:57:09,799696629,26.2,29.5,359,1,951
2025-05-04,17:57:15,799696635,26.2,30.3,367,1,0
2025-05-04,17:57:20,799696640,26.2,29.3,368,1,0
2025-05-04,17:57:25,799696645,26.2,29.0,366,1,0
2025-05-04,17:57:30,799696650,26.2,28.8,357,1,121
