date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:18:04,804010684,24.8,48.6,4.91,37.67,20.36,0,189
2025-06-23,16:18:09,804010689,24.7,48.4,4.87,37.20,20.16,0,190
2025-06-23,16:18:13,804010693,24.8,48.5,4.82,36.75,19.97,0,190
2025-06-23,16:18:18,804010698,24.7,48.6,4.87,37.21,20.17,0,195
2025-06-23,16:18:23,804010703,24.8,48.5,4.89,37.46,20.27,0,194
2025-06-23,16:18:27,804010707,24.8,48.5,4.92,37.73,20.38,0,197
2025-06-23,16:18:32,804010712,24.7,48.5,5.26,41.45,21.92,0,197
2025-06-23,16:18:37,804010717,24.8,48.5,5.24,41.22,21.82,0,198
2025-06-23,16:18:42,804010722,24.8,48.5,5.31,41.92,22.11,0,199
2025-06-23,16:18:46,804010726,24.8,48.4,4.86,37.14,20.13,0,196
2025-06-23,16:18:51,804010731,24.8,48.5,4.79,36.38,19.82,0,194
2025-06-23,16:18:56,804010736,24.8,48.5,4.85,37.06,20.10,0,192
2025-06-23,16:19:01,804010741,24.7,48.4,5.01,38.76,20.81,0,190
2025-06-23,16:19:05,804010745,24.7,48.5,4.95,38.04,20.51,0,195
2025-06-23,16:19:10,804010750,24.7,48.4,4.96,38.24,20.59,0,191
