date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:38:32,804008312,24.8,51.1,5.11,39.76,21.23,0,129
2025-06-23,15:38:37,804008317,24.8,51.0,5.21,40.83,21.67,0,129
2025-06-23,15:38:42,804008322,24.8,51.1,5.20,40.79,21.65,0,129
2025-06-23,15:38:46,804008326,24.7,51.1,5.19,40.66,21.59,0,132
2025-06-23,15:38:51,804008331,24.7,51.2,5.10,39.65,21.18,0,157
2025-06-23,15:38:56,804008336,24.8,51.1,5.19,40.71,21.62,0,160
2025-06-23,15:39:00,804008340,24.7,51.0,5.12,39.86,21.27,0,164
2025-06-23,15:39:05,804008345,24.7,51.2,5.20,40.79,21.65,0,142
2025-06-23,15:39:10,804008350,24.7,51.1,5.08,39.49,21.11,0,137
2025-06-23,15:39:15,804008355,24.7,51.0,5.18,40.57,21.56,0,134
2025-06-23,15:39:19,804008359,24.7,51.0,5.10,39.65,21.18,0,136
2025-06-23,15:39:24,804008364,24.7,51.0,5.23,41.10,21.77,0,137
2025-06-23,15:39:29,804008369,24.7,51.2,5.09,39.54,21.13,0,135
2025-06-23,15:39:33,804008373,24.7,51.2,4.91,37.63,20.34,0,138
2025-06-23,15:39:38,804008378,24.7,51.2,4.88,37.35,20.22,0,137
