date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:09:26,804010166,24.7,49.5,5.00,38.58,20.74,0,138
2025-06-23,16:09:31,804010171,24.7,49.4,4.85,36.98,20.07,0,139
2025-06-23,16:09:35,804010175,24.7,49.5,4.93,37.90,20.45,0,140
2025-06-23,16:09:40,804010180,24.7,49.4,4.90,37.59,20.33,0,143
2025-06-23,16:09:45,804010185,24.7,49.2,4.99,38.50,20.70,0,143
2025-06-23,16:09:49,804010189,24.7,49.2,5.00,38.62,20.75,0,142
2025-06-23,16:09:54,804010194,24.7,49.1,5.12,39.92,21.29,0,136
2025-06-23,16:09:59,804010199,24.7,49.3,4.77,36.20,19.74,0,135
2025-06-23,16:10:04,804010204,24.7,49.1,4.63,34.73,19.12,0,134
2025-06-23,16:10:08,804010208,24.7,49.2,4.55,33.88,18.75,0,137
2025-06-23,16:10:13,804010213,24.7,49.1,4.79,36.40,19.83,0,138
2025-06-23,16:10:18,804010218,24.7,49.2,4.83,36.80,19.99,0,136
2025-06-23,16:10:23,804010223,24.7,49.2,4.86,37.11,20.12,0,136
2025-06-23,16:10:27,804010227,24.7,49.1,4.86,37.16,20.15,0,138
2025-06-23,16:10:32,804010232,24.7,49.2,4.93,37.84,20.43,0,139
