date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:43:26,804008606,24.8,51.2,5.36,42.56,22.37,0,52
2025-06-23,15:43:31,804008611,24.8,52.2,5.34,42.27,22.25,0,59
2025-06-23,15:43:36,804008616,24.7,52.3,5.15,40.24,21.42,0,57
2025-06-23,15:43:41,804008621,24.8,51.6,5.07,39.34,21.05,0,117
2025-06-23,15:43:45,804008625,24.8,51.3,5.22,40.94,21.71,0,118
2025-06-23,15:43:50,804008630,24.8,51.0,5.38,42.76,22.45,0,118
2025-06-23,15:43:55,804008635,24.8,51.2,5.30,41.90,22.10,0,119
2025-06-23,15:43:59,804008639,24.8,51.2,5.20,40.76,21.64,0,108
2025-06-23,15:44:04,804008644,24.8,51.1,5.09,39.55,21.14,0,105
2025-06-23,15:44:09,804008649,24.8,50.9,5.02,38.85,20.85,0,106
2025-06-23,15:44:14,804008654,24.8,51.1,4.97,38.31,20.62,0,106
2025-06-23,15:44:18,804008658,24.8,50.9,4.93,37.85,20.43,0,106
2025-06-23,15:44:23,804008663,24.8,50.9,4.93,37.85,20.43,0,118
2025-06-23,15:44:28,804008668,24.8,51.0,4.86,37.10,20.12,0,80
2025-06-23,15:44:33,804008673,24.8,51.1,5.23,41.07,21.76,0,74
