date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:06:52,804010012,24.6,49.8,4.80,36.51,19.87,0,156
2025-06-23,16:06:57,804010017,24.6,49.8,4.83,36.82,20.00,0,127
2025-06-23,16:07:01,804010021,24.6,49.9,4.70,35.47,19.43,0,123
2025-06-23,16:07:06,804010026,24.6,49.8,4.73,35.80,19.57,0,129
2025-06-23,16:07:11,804010031,24.6,49.7,4.86,37.15,20.14,0,157
2025-06-23,16:07:16,804010036,24.7,49.7,4.94,38.02,20.50,0,134
2025-06-23,16:07:21,804010041,24.6,49.6,4.92,37.78,20.40,0,158
2025-06-23,16:07:26,804010046,24.6,49.6,5.12,39.86,21.27,0,158
2025-06-23,16:07:31,804010051,24.7,49.6,5.23,41.15,21.79,0,157
2025-06-23,16:07:35,804010055,24.7,49.8,5.01,38.75,20.81,0,158
2025-06-23,16:07:40,804010060,24.7,49.8,4.87,37.20,20.16,0,157
2025-06-23,16:07:45,804010065,24.7,49.8,4.83,36.77,19.98,0,156
2025-06-23,16:07:49,804010069,24.7,49.7,5.03,38.94,20.88,0,152
2025-06-23,16:07:54,804010074,24.7,49.8,4.96,38.20,20.58,0,63
2025-06-23,16:07:59,804010079,24.7,49.8,5.08,39.44,21.09,0,156
