date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,15:45:54,804008754,24.8,51.0,5.01,38.68,20.78,0,123
2025-06-23,15:45:59,804008759,24.7,50.7,5.04,39.08,20.95,0,124
2025-06-23,15:46:04,804008764,24.8,50.7,4.97,38.34,20.64,0,124
2025-06-23,15:46:08,804008768,24.8,50.9,4.86,37.13,20.13,0,125
2025-06-23,15:46:13,804008773,24.7,50.7,4.72,35.65,19.51,0,106
2025-06-23,15:46:18,804008778,24.8,50.8,4.80,36.51,19.87,0,112
2025-06-23,15:46:23,804008783,24.8,50.8,4.95,38.13,20.55,0,113
2025-06-23,15:46:28,804008788,24.7,50.7,4.95,38.07,20.52,0,115
2025-06-23,15:46:33,804008793,24.7,50.8,4.91,37.62,20.34,0,115
2025-06-23,15:46:38,804008798,24.8,50.6,4.89,37.46,20.27,0,123
2025-06-23,15:46:42,804008802,24.8,50.7,4.88,37.36,20.23,0,113
2025-06-23,15:46:47,804008807,24.8,50.8,4.87,37.26,20.19,0,103
2025-06-23,15:46:52,804008812,24.7,50.7,4.87,37.22,20.17,0,107
2025-06-23,15:46:56,804008816,24.8,50.8,4.86,37.12,20.13,0,108
2025-06-23,15:47:01,804008821,24.7,50.8,4.95,38.05,20.52,0,109
