date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-05-28,12:17:02,801749822,25.4,41.0,165,1,10.0
2025-05-28,12:17:07,801749827,25.4,40.3,165,1,10.0
2025-05-28,12:17:12,801749832,25.4,42.1,163,1,10.0
2025-05-28,12:17:18,801749838,25.4,42.9,176,1,10.0
2025-05-28,12:17:23,801749843,25.4,43.0,172,1,10.0
2025-05-28,12:17:28,801749848,25.4,42.6,177,1,10.0
2025-05-28,12:17:33,801749853,25.4,41.5,167,1,8.0
2025-05-28,12:17:38,801749858,25.5,41.6,157,1,10.0
2025-05-28,12:17:43,801749863,25.4,41.1,165,1,10.0
2025-05-28,12:17:49,801749869,25.4,40.5,160,1,10.0
2025-05-28,12:17:54,801749874,25.4,40.2,156,1,10.0
2025-05-28,12:17:59,801749879,25.4,40.2,161,1,10.0
2025-05-28,12:18:04,801749884,25.4,40.2,160,1,10.0
2025-05-28,12:18:09,801749889,25.4,40.0,161,1,10.0
2025-05-28,12:18:15,801749895,25.4,40.0,170,1,10.0
2025-05-28,12:18:20,801749900,25.4,43.1,176,1,10.0
2025-05-28,12:18:25,801749905,25.4,41.8,156,1,10.0
2025-05-28,12:18:30,801749910,25.4,43.2,170,1,10.0
2025-05-28,12:18:35,801749915,25.4,41.5,177,1,10.0
2025-05-28,12:18:41,801749921,25.4,42.3,163,1,10.0
2025-05-28,12:18:46,801749926,25.4,40.6,150,1,10.0
2025-05-28,12:18:51,801749931,25.4,43.1,160,1,9.0
2025-05-28,12:18:56,801749936,25.4,41.8,174,1,5.0
2025-05-28,12:19:01,801749941,25.4,46.2,192,1,5.0
2025-05-28,12:19:07,801749947,25.4,42.2,171,1,5.0
2025-05-28,12:19:12,801749952,25.4,40.7,161,1,5.0
2025-05-28,12:19:17,801749957,25.4,40.2,165,1,10.0
2025-05-28,12:19:22,801749962,25.4,40.2,153,1,10.0
2025-05-28,12:19:27,801749967,25.4,40.1,150,1,10.0
2025-05-28,12:19:33,801749973,25.4,40.0,156,1,10.0
2025-05-28,12:19:38,801749978,25.3,40.0,157,1,10.0
2025-05-28,12:19:44,801749984,25.3,40.0,153,1,10.0
2025-05-28,12:19:49,801749989,25.3,40.0,158,1,9.0
2025-05-28,12:19:54,801749994,25.3,40.0,156,1,10.0
2025-05-28,12:19:59,801749999,25.3,39.9,149,1,9.0
2025-05-28,12:20:04,801750004,25.3,39.9,151,1,9.0
2025-05-28,12:20:09,801750009,25.3,39.9,147,1,9.0
2025-05-28,12:20:15,801750015,25.3,40.0,144,1,9.0
2025-05-28,12:20:20,801750020,25.3,39.8,149,1,9.0
2025-05-28,12:20:25,801750025,25.3,39.9,127,1,9.0
2025-05-28,12:20:30,801750030,25.3,39.9,154,1,9.0
2025-05-28,12:20:35,801750035,25.3,39.8,153,1,10.0
2025-05-28,12:20:41,801750041,25.3,40.0,153,1,10.0
2025-05-28,12:20:46,801750046,25.3,40.0,148,1,10.0
2025-05-28,12:20:51,801750051,25.3,40.0,146,1,10.0
2025-05-28,12:20:56,801750056,25.3,39.9,135,1,11.0
2025-05-28,12:21:01,801750061,25.3,39.9,149,1,10.0
2025-05-28,12:21:06,801750066,25.3,40.3,145,1,10.0
2025-05-28,12:21:12,801750072,25.3,40.4,150,1,10.0
2025-05-28,12:21:17,801750077,25.3,40.2,162,1,9.0
2025-05-28,12:21:22,801750082,25.3,40.2,155,1,9.0
2025-05-28,12:21:27,801750087,25.3,40.0,141,1,10.0
2025-05-28,12:21:32,801750092,25.3,40.0,160,1,9.0
2025-05-28,12:21:38,801750098,25.3,40.0,161,1,9.0
2025-05-28,12:21:43,801750103,25.3,40.0,158,1,9.0
2025-05-28,12:21:48,801750108,25.3,39.9,159,1,9.0
2025-05-28,12:21:53,801750113,25.3,40.0,145,1,10.0
2025-05-28,12:21:58,801750118,25.3,39.8,145,1,10.0
2025-05-28,12:22:04,801750124,25.3,39.9,146,1,10.0
2025-05-28,12:22:09,801750129,25.3,39.9,149,1,10.0
2025-05-28,12:22:14,801750134,25.3,39.8,128,1,10.0
2025-05-28,12:22:19,801750139,25.3,39.9,148,1,9.0
2025-05-28,12:22:25,801750145,25.3,40.0,160,1,9.0
2025-05-28,12:22:30,801750150,25.3,40.2,154,1,10.0
2025-05-28,12:22:35,801750155,25.3,40.1,155,1,11.0
2025-05-28,12:22:40,801750160,25.3,40.0,137,1,10.0
2025-05-28,12:22:45,801750165,25.3,40.0,161,1,9.0
2025-05-28,12:22:51,801750171,25.3,40.2,146,1,10.0
