date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-06-18,12:32:16,803565136,24.6,50.5,305,1,9.0
2025-06-18,12:32:21,803565141,24.6,50.2,320,1,9.0
2025-06-18,12:32:26,803565146,24.6,50.5,320,1,9.0
2025-06-18,12:32:31,803565151,24.6,50.6,316,1,9.0
2025-06-18,12:32:36,803565156,24.6,50.5,315,1,9.0
2025-06-18,12:32:42,803565162,24.6,50.8,314,1,9.0
2025-06-18,12:32:47,803565167,24.5,50.3,310,1,9.0
2025-06-18,12:32:52,803565172,24.6,50.4,288,1,9.0
2025-06-18,12:32:57,803565177,24.6,50.4,311,1,9.0
2025-06-18,12:33:02,803565182,24.6,50.7,320,1,9.0
2025-06-18,12:33:07,803565187,24.6,50.5,295,1,9.0
2025-06-18,12:33:13,803565193,24.6,50.2,300,1,9.0
2025-06-18,12:33:18,803565198,24.6,50.5,314,1,9.0
2025-06-18,12:33:23,803565203,24.5,50.3,317,1,9.0
2025-06-18,12:33:28,803565208,24.6,50.2,320,1,9.0
2025-06-18,12:33:33,803565213,24.5,50.3,310,1,9.0
2025-06-18,12:33:38,803565218,24.5,50.3,308,1,9.0
2025-06-18,12:33:43,803565223,24.6,50.3,322,1,9.0
2025-06-18,12:33:49,803565229,24.5,50.3,308,1,9.0
2025-06-18,12:33:54,803565234,24.5,50.3,309,1,9.0
2025-06-18,12:33:59,803565239,24.5,50.3,313,1,9.0
2025-06-18,12:34:04,803565244,24.5,50.3,290,1,9.0
2025-06-18,12:34:09,803565249,24.5,50.3,321,1,9.0
2025-06-18,12:34:14,803565254,24.5,50.2,304,1,9.0
2025-06-18,12:34:19,803565259,24.6,50.6,302,1,9.0
2025-06-18,12:34:25,803565265,24.6,50.5,298,1,9.0
2025-06-18,12:34:30,803565270,24.6,50.5,305,1,9.0
2025-06-18,12:34:35,803565275,24.6,50.3,304,1,9.0
2025-06-18,12:34:40,803565280,24.6,50.4,295,1,9.0
2025-06-18,12:34:45,803565285,24.6,50.7,315,1,9.0
2025-06-18,12:34:50,803565290,24.6,50.5,317,1,9.0
2025-06-18,12:34:56,803565296,24.5,50.2,317,1,9.0
2025-06-18,12:35:01,803565301,24.6,50.3,306,1,9.0
2025-06-18,12:35:06,803565306,24.5,50.4,310,1,9.0
2025-06-18,12:35:11,803565311,24.6,50.2,304,1,9.0
2025-06-18,12:35:16,803565316,24.5,50.2,320,1,8.0
2025-06-18,12:35:21,803565321,24.6,50.4,291,1,9.0
2025-06-18,12:35:27,803565327,24.5,50.3,319,1,9.0
2025-06-18,12:35:32,803565332,24.5,50.3,299,1,9.0
2025-06-18,12:35:37,803565337,24.5,50.3,303,1,9.0
2025-06-18,12:35:42,803565342,24.5,50.3,311,1,9.0
2025-06-18,12:35:47,803565347,24.5,50.3,303,1,9.0
2025-06-18,12:35:52,803565352,24.5,50.3,302,1,9.0
2025-06-18,12:35:58,803565358,24.5,50.3,304,1,9.0
2025-06-18,12:36:03,803565363,24.5,50.3,299,1,9.0
2025-06-18,12:36:08,803565368,24.5,50.4,308,1,9.0
2025-06-18,12:36:14,803565374,24.6,50.5,304,1,8.0
2025-06-18,12:36:19,803565379,24.5,50.5,306,1,9.0
2025-06-18,12:36:24,803565384,24.6,50.6,304,1,9.0
2025-06-18,12:36:29,803565389,24.6,50.6,299,1,9.0
2025-06-18,12:36:34,803565394,24.5,50.3,302,1,9.0
2025-06-18,12:36:40,803565400,24.5,50.5,304,1,9.0
2025-06-18,12:36:45,803565405,24.5,50.4,301,1,8.0
2025-06-18,12:36:50,803565410,24.6,50.3,313,1,8.0
2025-06-18,12:36:55,803565415,24.5,50.4,305,1,8.0
2025-06-18,12:37:00,803565420,24.5,50.2,309,1,9.0
2025-06-18,12:37:05,803565425,24.6,50.7,303,1,9.0
2025-06-18,12:37:11,803565431,24.5,50.4,309,1,9.0
2025-06-18,12:37:16,803565436,24.6,50.6,306,1,9.0
2025-06-18,12:37:21,803565441,24.6,50.8,303,1,9.0
2025-06-18,12:37:26,803565446,24.5,50.4,304,1,9.0
2025-06-18,12:37:31,803565451,24.5,50.3,303,1,9.0
2025-06-18,12:37:36,803565456,24.5,50.4,304,1,9.0
2025-06-18,12:37:42,803565462,24.5,50.4,307,1,9.0
2025-06-18,12:37:47,803565467,24.5,50.3,308,1,9.0
2025-06-18,12:37:52,803565472,24.5,50.5,309,1,9.0
2025-06-18,12:37:57,803565477,24.5,50.4,316,1,9.0
2025-06-18,12:38:02,803565482,24.5,50.4,304,1,9.0
2025-06-18,12:38:07,803565487,24.5,50.5,304,1,8.0
2025-06-18,12:38:13,803565493,24.5,50.4,309,1,8.0
2025-06-18,12:38:18,803565498,24.5,50.4,321,1,8.0
