date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-21,05:37:10,801121030,26.5,33.0,190,1,456
2025-05-21,05:37:15,801121035,26.5,33.1,192,1,419
2025-05-21,05:37:20,801121040,26.6,33.1,193,1,415
2025-05-21,05:37:25,801121045,26.5,32.9,194,1,456
2025-05-21,05:37:31,801121051,26.6,33.0,196,1,457
2025-05-21,05:37:36,801121056,26.6,33.1,194,1,455
2025-05-21,05:37:41,801121061,26.5,33.1,197,1,453
2025-05-21,05:37:46,801121066,26.5,33.0,193,1,452
2025-05-21,05:37:51,801121071,26.5,33.1,197,1,448
2025-05-21,05:37:56,801121076,26.6,33.1,192,1,448
2025-05-21,05:38:01,801121081,26.5,33.0,152,1,448
2025-05-21,05:38:06,801121086,26.5,33.1,201,1,407
2025-05-21,05:38:12,801121092,26.6,33.0,197,1,447
2025-05-21,05:38:17,801121097,26.5,33.1,196,1,446
2025-05-21,05:38:22,801121102,26.5,33.0,199,1,448
2025-05-21,05:38:27,801121107,26.5,33.1,197,1,448
2025-05-21,05:38:32,801121112,26.5,33.0,198,1,448
2025-05-21,05:38:37,801121117,26.6,33.1,195,1,450
2025-05-21,05:38:42,801121122,26.5,32.9,195,1,450
2025-05-21,05:38:48,801121128,26.5,33.1,196,1,451
2025-05-21,05:38:53,801121133,26.5,33.0,198,1,448
2025-05-21,05:38:58,801121138,26.6,33.0,193,1,447
2025-05-21,05:39:03,801121143,26.5,33.1,196,1,445
2025-05-21,05:39:08,801121148,26.5,33.1,193,1,445
2025-05-21,05:39:13,801121153,26.6,33.1,196,1,442
2025-05-21,05:39:19,801121159,26.5,33.0,197,1,441
2025-05-21,05:39:24,801121164,26.5,33.0,201,1,418
2025-05-21,05:39:29,801121169,26.5,33.0,195,1,438
2025-05-21,05:39:34,801121174,26.6,33.1,194,1,419
2025-05-21,05:39:39,801121179,26.5,33.0,197,1,441
2025-05-21,05:39:44,801121184,26.5,33.0,197,1,439
2025-05-21,05:39:50,801121190,26.5,33.0,195,1,439
2025-05-21,05:39:55,801121195,26.5,33.0,178,1,441
2025-05-21,05:40:00,801121200,26.6,33.2,196,1,421
2025-05-21,05:40:05,801121205,26.5,33.0,195,1,439
2025-05-21,05:40:11,801121211,26.5,33.0,196,1,437
2025-05-21,05:40:16,801121216,26.6,33.0,198,1,434
2025-05-21,05:40:21,801121221,26.5,33.0,197,1,433
2025-05-21,05:40:26,801121226,26.5,33.1,197,1,432
2025-05-21,05:40:31,801121231,26.5,33.0,150,1,432
2025-05-21,05:40:36,801121236,26.5,33.1,199,1,412
2025-05-21,05:40:41,801121241,26.6,33.1,195,1,431
2025-05-21,05:40:47,801121247,26.5,33.0,199,1,432
2025-05-21,05:40:52,801121252,26.6,33.2,190,1,430
2025-05-21,05:40:57,801121257,26.5,33.1,147,1,431
2025-05-21,05:41:02,801121262,26.5,33.0,197,1,430
2025-05-21,05:41:07,801121267,26.5,33.0,197,1,431
2025-05-21,05:41:12,801121272,26.6,33.1,197,1,430
2025-05-21,05:41:17,801121277,26.5,33.0,195,1,370
2025-05-21,05:41:23,801121283,26.5,32.9,198,1,431
2025-05-21,05:41:28,801121288,26.5,32.9,197,1,431
2025-05-21,05:41:33,801121293,26.5,33.1,172,1,431
2025-05-21,05:41:38,801121298,26.5,33.0,195,1,431
2025-05-21,05:41:43,801121303,26.6,33.1,192,1,432
2025-05-21,05:41:48,801121308,26.5,33.0,193,1,432
2025-05-21,05:41:54,801121314,26.5,32.9,193,1,432
2025-05-21,05:41:59,801121319,26.6,33.0,154,1,425
2025-05-21,05:42:04,801121324,26.5,33.2,195,1,419
2025-05-21,05:42:09,801121329,26.5,33.0,193,1,419
