date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-04,18:11:05,799697465,26.4,29.6,378,1,1742
2025-05-04,18:11:10,799697470,26.3,30.0,389,1,0
2025-05-04,18:11:15,799697475,26.4,29.8,353,1,1478
2025-05-04,18:11:20,799697480,26.4,29.1,381,1,0
2025-05-04,18:11:25,799697485,26.3,28.9,358,1,4065
2025-05-04,18:11:31,799697491,26.3,29.5,384,1,0
2025-05-04,18:11:36,799697496,26.3,29.2,386,1,4031
2025-05-04,18:11:41,799697501,26.3,29.2,380,1,0
2025-05-04,18:11:46,799697506,26.4,29.2,347,1,0
2025-05-04,18:11:51,799697511,26.3,29.3,381,1,0
2025-05-04,18:11:56,799697516,26.4,29.2,384,1,0
2025-05-04,18:12:02,799697522,26.4,29.2,383,1,0
2025-05-04,18:12:07,799697527,26.4,29.1,373,1,0
2025-05-04,18:12:12,799697532,26.4,29.0,384,1,0
2025-05-04,18:12:17,799697537,26.4,29.3,384,1,0
2025-05-04,18:12:22,799697542,26.4,29.1,384,1,3382
2025-05-04,18:12:27,799697547,26.3,29.1,390,1,3431
2025-05-04,18:12:33,799697553,26.3,29.1,381,1,3165
2025-05-04,18:12:38,799697558,26.4,29.3,383,1,3790
2025-05-04,18:12:44,799697564,26.3,29.2,377,1,3773
2025-05-04,18:12:49,799697569,26.3,29.1,374,1,4073
2025-05-04,18:12:54,799697574,26.3,29.3,384,1,3636
2025-05-04,18:12:59,799697579,26.3,29.4,343,1,0
2025-05-04,18:13:04,799697584,26.3,29.2,384,1,0
2025-05-04,18:13:09,799697589,26.3,29.2,355,1,4014
2025-05-04,18:13:15,799697595,26.3,29.2,384,1,0
2025-05-04,18:13:20,799697600,26.3,29.3,385,1,0
2025-05-04,18:13:25,799697605,26.3,29.2,358,1,0
2025-05-04,18:13:30,799697610,26.3,29.0,388,1,657
2025-05-04,18:13:35,799697615,26.3,29.0,384,1,0
2025-05-04,18:13:40,799697620,26.3,29.1,352,1,3972
2025-05-04,18:13:46,799697626,26.3,29.2,387,1,0
2025-05-04,18:13:51,799697631,26.2,29.3,377,1,4046
2025-05-04,18:13:56,799697636,26.3,29.2,381,1,208
2025-05-04,18:14:01,799697641,26.2,29.2,381,1,467
2025-05-04,18:14:06,799697646,26.2,29.3,379,1,0
2025-05-04,18:14:11,799697651,26.3,30.1,384,1,3237
2025-05-04,18:14:17,799697657,26.2,29.9,386,1,3638
2025-05-04,18:14:22,799697662,26.2,29.4,389,1,3346
2025-05-04,18:14:27,799697667,26.2,29.2,385,1,3988
2025-05-04,18:14:32,799697672,26.2,29.3,385,1,6
2025-05-04,18:14:37,799697677,26.2,29.3,355,1,0
2025-05-04,18:14:43,799697683,26.2,29.2,384,1,0
2025-05-04,18:14:48,799697688,26.2,29.4,380,1,0
2025-05-04,18:14:53,799697693,26.2,29.1,380,1,0
2025-05-04,18:14:58,799697698,26.2,29.2,384,1,0
2025-05-04,18:15:03,799697703,26.2,29.1,356,1,0
2025-05-04,18:15:08,799697708,26.2,29.2,379,1,3512
2025-05-04,18:15:14,799697714,26.2,29.2,383,1,3663
2025-05-04,18:15:19,799697719,26.2,29.3,383,1,0
2025-05-04,18:15:24,799697724,26.2,29.1,386,1,3088
2025-05-04,18:15:29,799697729,26.2,29.7,378,1,0
2025-05-04,18:15:34,799697734,26.2,29.3,384,1,889
2025-05-04,18:15:40,799697740,26.2,29.3,381,1,0
2025-05-04,18:15:45,799697745,26.2,29.2,368,1,2623
2025-05-04,18:15:50,799697750,26.2,29.3,379,1,0
2025-05-04,18:15:55,799697755,26.2,29.2,387,1,2196
2025-05-04,18:16:00,799697760,26.2,29.2,347,1,3815
2025-05-04,18:16:06,799697766,26.2,29.3,385,1,0
2025-05-04,18:16:11,799697771,26.2,29.3,377,1,0
2025-05-04,18:16:16,799697776,26.2,29.4,393,1,0
2025-05-04,18:16:21,799697781,26.2,29.2,383,1,4095
2025-05-04,18:16:26,799697786,26.2,29.4,383,1,877
2025-05-04,18:16:32,799697792,26.2,29.1,379,1,0
2025-05-04,18:16:37,799697797,26.2,29.2,398,1,4051
2025-05-04,18:16:42,799697802,26.2,29.2,387,1,0
2025-05-04,18:16:47,799697807,26.2,29.2,384,1,3845
2025-05-04,18:16:52,799697812,26.2,29.1,357,1,0
2025-05-04,18:16:58,799697818,26.2,29.4,382,1,0
2025-05-04,18:17:03,799697823,26.2,29.3,384,1,0
