date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:26:39,804011199,24.8,47.6,4.84,36.94,20.05,0,175
2025-06-23,16:26:44,804011204,24.9,47.5,4.90,37.51,20.29,0,176
2025-06-23,16:26:48,804011208,24.8,47.5,4.94,37.98,20.49,0,175
2025-06-23,16:26:53,804011213,24.8,47.6,4.97,38.29,20.62,0,170
2025-06-23,16:26:58,804011218,24.8,47.5,4.89,37.48,20.28,0,172
2025-06-23,16:27:02,804011222,24.8,47.7,4.87,37.23,20.18,0,168
2025-06-23,16:27:07,804011227,24.9,47.5,4.90,37.53,20.30,0,162
2025-06-23,16:27:12,804011232,24.9,47.5,4.88,37.31,20.21,0,163
2025-06-23,16:27:17,804011237,24.9,47.5,4.96,38.17,20.56,0,171
2025-06-23,16:27:21,804011241,24.9,47.6,4.97,38.31,20.62,0,176
2025-06-23,16:27:26,804011246,24.9,47.6,5.06,39.26,21.02,0,178
2025-06-23,16:27:31,804011251,24.9,47.6,4.92,37.80,20.41,0,178
2025-06-23,16:27:36,804011256,24.8,47.5,4.74,35.90,19.61,0,178
2025-06-23,16:27:40,804011260,24.8,47.6,4.90,37.60,20.33,0,143
2025-06-23,16:27:45,804011265,24.8,47.7,4.91,37.71,20.37,0,106
