date,time,timestamp,temperature,humidity,gas_lpg_ppm,gas_co_ppm,gas_smoke_ppm,gas_digital,ldr_lux
2025-06-23,16:31:35,804011495,24.8,47.4,4.84,36.94,20.05,0,94
2025-06-23,16:31:40,804011500,24.8,47.4,4.97,38.25,20.60,0,80
2025-06-23,16:31:44,804011504,24.8,47.4,4.99,38.52,20.71,0,73
2025-06-23,16:31:49,804011509,24.8,47.5,5.01,38.77,20.82,0,113
2025-06-23,16:31:54,804011514,24.7,47.3,4.99,38.51,20.71,0,117
2025-06-23,16:31:58,804011518,24.8,47.4,5.11,39.81,21.25,0,106
2025-06-23,16:32:03,804011523,24.8,47.5,5.16,40.35,21.47,0,103
2025-06-23,16:32:08,804011528,24.8,47.4,5.15,40.24,21.42,0,117
2025-06-23,16:32:13,804011533,24.8,47.5,5.09,39.61,21.16,0,115
2025-06-23,16:32:17,804011537,24.8,47.5,5.04,39.03,20.92,0,122
2025-06-23,16:32:23,804011543,24.8,47.4,5.10,39.74,21.22,0,116
2025-06-23,16:32:28,804011548,24.7,47.5,4.99,38.47,20.69,0,62
2025-06-23,16:32:32,804011552,24.8,47.4,4.98,38.36,20.65,0,54
2025-06-23,16:32:37,804011557,24.8,47.4,4.90,37.51,20.29,0,57
2025-06-23,16:32:42,804011562,24.7,47.4,4.98,38.40,20.66,0,57
