date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-05-28,12:05:08,801749108,25.3,41.5,129,1,10.0
2025-05-28,12:05:13,801749113,25.3,40.6,132,1,10.0
2025-05-28,12:05:19,801749119,25.3,40.3,138,1,10.0
2025-05-28,12:05:24,801749124,25.3,40.4,135,1,10.0
2025-05-28,12:05:29,801749129,25.3,41.2,207,1,10.0
2025-05-28,12:05:34,801749134,25.3,42.7,193,1,10.0
2025-05-28,12:05:39,801749139,25.3,41.7,216,1,9.0
2025-05-28,12:05:44,801749144,25.3,40.8,190,1,9.0
2025-05-28,12:05:50,801749150,25.3,40.5,176,1,9.0
2025-05-28,12:05:55,801749155,25.3,40.3,191,1,9.0
2025-05-28,12:06:00,801749160,25.3,40.4,191,1,9.0
2025-05-28,12:06:05,801749165,25.3,40.5,154,1,9.0
2025-05-28,12:06:10,801749170,25.3,40.5,144,1,10.0
2025-05-28,12:06:16,801749176,25.3,40.7,151,1,9.0
2025-05-28,12:06:21,801749181,25.3,42.7,169,1,9.0
2025-05-28,12:06:26,801749186,25.3,41.4,169,1,9.0
2025-05-28,12:06:31,801749191,25.3,43.8,166,1,9.0
2025-05-28,12:06:36,801749196,25.3,44.3,192,1,10.0
2025-05-28,12:06:41,801749201,25.3,41.9,178,1,8.0
2025-05-28,12:06:47,801749207,25.3,41.2,126,1,8.0
2025-05-28,12:06:52,801749212,25.3,40.7,196,1,9.0
2025-05-28,12:06:57,801749217,25.4,40.4,192,1,10.0
2025-05-28,12:07:02,801749222,25.4,40.4,155,1,10.0
2025-05-28,12:07:07,801749227,25.4,40.7,191,1,10.0
2025-05-28,12:07:13,801749233,25.3,40.3,187,1,10.0
2025-05-28,12:07:18,801749238,25.3,40.2,176,1,10.0
2025-05-28,12:07:23,801749243,25.3,40.2,189,1,10.0
2025-05-28,12:07:28,801749248,25.4,40.2,190,1,10.0
2025-05-28,12:07:33,801749253,25.3,40.2,176,1,10.0
2025-05-28,12:07:38,801749258,25.4,40.1,182,1,10.0
2025-05-28,12:07:44,801749264,25.3,40.1,182,1,10.0
2025-05-28,12:07:49,801749269,25.3,40.1,179,1,10.0
2025-05-28,12:07:54,801749274,25.3,40.1,181,1,10.0
2025-05-28,12:07:59,801749279,25.3,40.1,192,1,10.0
2025-05-28,12:08:04,801749284,25.3,40.2,186,1,10.0
2025-05-28,12:08:10,801749290,25.3,41.4,201,1,10.0
2025-05-28,12:08:15,801749295,25.3,42.3,206,1,10.0
2025-05-28,12:08:20,801749300,25.3,40.9,176,1,10.0
2025-05-28,12:08:25,801749305,25.3,40.5,189,1,10.0
2025-05-28,12:08:30,801749310,25.3,40.5,172,1,10.0
2025-05-28,12:08:36,801749316,25.3,41.9,203,1,10.0
2025-05-28,12:08:41,801749321,25.3,40.8,190,1,10.0
2025-05-28,12:08:46,801749326,25.3,40.3,186,1,10.0
2025-05-28,12:08:51,801749331,25.3,40.2,190,1,10.0
2025-05-28,12:08:56,801749336,25.3,40.3,186,1,10.0
2025-05-28,12:09:02,801749342,25.3,40.4,176,1,10.0
2025-05-28,12:09:07,801749347,25.2,40.2,183,1,10.0
2025-05-28,12:09:12,801749352,25.2,40.2,192,1,10.0
2025-05-28,12:09:17,801749357,25.2,45.2,212,1,10.0
2025-05-28,12:09:23,801749363,25.2,41.9,208,1,10.0
2025-05-28,12:09:28,801749368,25.2,40.7,209,1,10.0
2025-05-28,12:09:34,801749374,25.2,40.5,210,1,10.0
2025-05-28,12:09:39,801749379,25.2,40.4,209,1,10.0
2025-05-28,12:09:44,801749384,25.3,40.2,208,1,10.0
2025-05-28,12:09:49,801749389,25.2,40.4,199,1,10.0
2025-05-28,12:09:54,801749394,25.2,40.5,192,1,8.0
2025-05-28,12:09:59,801749399,25.2,40.3,193,1,8.0
2025-05-28,12:10:05,801749405,25.2,40.4,197,1,8.0
2025-05-28,12:10:10,801749410,25.2,41.0,208,1,8.0
2025-05-28,12:10:15,801749415,25.2,40.5,207,1,8.0
2025-05-28,12:10:20,801749420,25.2,42.8,198,1,8.0
2025-05-28,12:10:25,801749425,25.2,43.5,221,1,8.0
2025-05-28,12:10:31,801749431,25.3,43.8,216,1,8.0
2025-05-28,12:10:36,801749436,25.2,43.5,208,1,8.0
2025-05-28,12:10:41,801749441,25.3,44.8,218,1,8.0
2025-05-28,12:10:46,801749446,25.3,42.7,218,1,8.0
2025-05-28,12:10:51,801749451,25.3,42.6,174,1,8.0
2025-05-28,12:10:57,801749457,25.3,42.2,220,1,8.0
